doc_id,sex,score,ZFYA
1158,female,0.71,0.71
1157,female,0.71,0.71
1156,male,0.71,0.71
1148,female,0.71,0.71
1154,female,0.71,0.71
1144,female,0.71,0.71
1153,male,0.71,0.71
1145,female,0.71,0.71
1147,female,0.71,0.71
1146,female,0.71,0.71
1149,female,0.71,0.71
1150,female,0.71,0.71
1151,male,0.71,0.71
1152,male,0.71,0.71
1174,male,0.7,0.7
1180,male,0.7,0.7
1179,male,0.7,0.7
1178,male,0.7,0.7
1177,male,0.7,0.7
1176,female,0.7,0.7
1175,male,0.7,0.7
1173,male,0.7,0.7
1172,male,0.7,0.7
1171,male,0.7,0.7
1170,female,0.7,0.7
1169,male,0.7,0.7
1168,male,0.7,0.7
1167,female,0.7,0.7
1166,male,0.7,0.7
1190,male,0.69,0.69
1198,female,0.69,0.69
1197,female,0.69,0.69
1196,male,0.69,0.69
1195,male,0.69,0.69
1194,male,0.69,0.69
1193,male,0.69,0.69
1192,male,0.69,0.69
1191,male,0.69,0.69
1186,female,0.69,0.69
1189,male,0.69,0.69
1188,male,0.69,0.69
1187,male,0.69,0.69
1185,female,0.69,0.69
1184,male,0.69,0.69
1183,female,0.69,0.69
1182,female,0.69,0.69
1181,female,0.69,0.69
1208,female,0.68,0.68
1207,female,0.68,0.68
1206,male,0.68,0.68
1205,male,0.68,0.68
1204,male,0.68,0.68
1203,male,0.68,0.68
1202,female,0.68,0.68
1201,male,0.68,0.68
1200,female,0.68,0.68
1199,female,0.68,0.68
1217,female,0.67,0.67
1224,female,0.67,0.67
1223,male,0.67,0.67
1222,male,0.67,0.67
1221,male,0.67,0.67
1220,female,0.67,0.67
1219,male,0.67,0.67
1218,male,0.67,0.67
1215,female,0.67,0.67
1216,female,0.67,0.67
1214,female,0.67,0.67
1213,male,0.67,0.67
1212,female,0.67,0.67
1211,male,0.67,0.67
1210,female,0.67,0.67
1209,female,0.67,0.67
1232,male,0.66,0.66
1236,male,0.66,0.66
1235,male,0.66,0.66
1234,male,0.66,0.66
1233,female,0.66,0.66
1231,male,0.66,0.66
1230,male,0.66,0.66
1229,female,0.66,0.66
1228,male,0.66,0.66
1227,female,0.66,0.66
1226,male,0.66,0.66
1225,female,0.66,0.66
1245,male,0.65,0.65
1251,male,0.65,0.65
1250,female,0.65,0.65
1249,male,0.65,0.65
1248,male,0.65,0.65
1247,male,0.65,0.65
1246,female,0.65,0.65
1237,male,0.65,0.65
1244,female,0.65,0.65
1243,male,0.65,0.65
1242,male,0.65,0.65
1241,male,0.65,0.65
1240,female,0.65,0.65
1239,female,0.65,0.65
1238,male,0.65,0.65
1258,female,0.64,0.64
1262,female,0.64,0.64
1261,male,0.64,0.64
1260,female,0.64,0.64
1259,female,0.64,0.64
1255,female,0.64,0.64
1257,male,0.64,0.64
1252,female,0.64,0.64
1254,male,0.64,0.64
1253,female,0.64,0.64
1256,male,0.64,0.64
1268,female,0.63,0.63
1271,female,0.63,0.63
1270,male,0.63,0.63
1269,female,0.63,0.63
1267,male,0.63,0.63
1266,female,0.63,0.63
1265,female,0.63,0.63
1264,male,0.63,0.63
1263,male,0.63,0.63
1278,male,0.62,0.62
1282,female,0.62,0.62
1281,male,0.62,0.62
1280,male,0.62,0.62
1279,male,0.62,0.62
1275,male,0.62,0.62
1277,female,0.62,0.62
1276,female,0.62,0.62
1274,male,0.62,0.62
1273,female,0.62,0.62
1272,male,0.62,0.62
1293,female,0.61,0.61
1302,female,0.61,0.61
1301,male,0.61,0.61
1300,male,0.61,0.61
1299,female,0.61,0.61
1298,male,0.61,0.61
1297,male,0.61,0.61
1296,male,0.61,0.61
1295,male,0.61,0.61
1294,female,0.61,0.61
1284,male,0.61,0.61
1292,male,0.61,0.61
1287,male,0.61,0.61
1283,male,0.61,0.61
1285,female,0.61,0.61
1286,male,0.61,0.61
1291,male,0.61,0.61
1288,female,0.61,0.61
1290,male,0.61,0.61
1289,female,0.61,0.61
1307,male,0.6,0.6
1310,female,0.6,0.6
1309,male,0.6,0.6
1308,female,0.6,0.6
1306,female,0.6,0.6
1305,male,0.6,0.6
1304,male,0.6,0.6
1303,male,0.6,0.6
1312,male,0.59,0.59
1313,male,0.59,0.59
1314,male,0.59,0.59
1315,male,0.59,0.59
1316,male,0.59,0.59
1311,female,0.59,0.59
1323,male,0.58,0.58
1328,female,0.58,0.58
1327,male,0.58,0.58
1326,male,0.58,0.58
1325,male,0.58,0.58
1324,female,0.58,0.58
1322,female,0.58,0.58
1321,male,0.58,0.58
1319,male,0.58,0.58
1318,female,0.58,0.58
1317,male,0.58,0.58
1320,male,0.58,0.58
1334,female,0.57,0.57
1339,female,0.57,0.57
1338,female,0.57,0.57
1336,female,0.57,0.57
1335,male,0.57,0.57
1337,male,0.57,0.57
1333,male,0.57,0.57
1332,female,0.57,0.57
1331,female,0.57,0.57
1330,male,0.57,0.57
1329,female,0.57,0.57
1352,female,0.56,0.56
1362,male,0.56,0.56
1361,male,0.56,0.56
1360,female,0.56,0.56
1359,female,0.56,0.56
1358,male,0.56,0.56
1357,female,0.56,0.56
1356,male,0.56,0.56
1355,female,0.56,0.56
1354,male,0.56,0.56
1353,female,0.56,0.56
1350,male,0.56,0.56
1351,male,0.56,0.56
1345,female,0.56,0.56
1340,male,0.56,0.56
1341,male,0.56,0.56
1343,male,0.56,0.56
1344,female,0.56,0.56
1342,female,0.56,0.56
1346,male,0.56,0.56
1347,male,0.56,0.56
1348,female,0.56,0.56
1349,male,0.56,0.56
1388,male,0.55,0.55
1381,female,0.55,0.55
1382,male,0.55,0.55
1383,female,0.55,0.55
1384,female,0.55,0.55
1386,female,0.55,0.55
1387,male,0.55,0.55
1394,male,0.55,0.55
1389,male,0.55,0.55
1390,male,0.55,0.55
1391,male,0.55,0.55
1392,female,0.55,0.55
1393,male,0.55,0.55
1379,male,0.55,0.55
1395,male,0.55,0.55
1380,male,0.55,0.55
1385,female,0.55,0.55
1378,male,0.55,0.55
1370,female,0.55,0.55
1377,male,0.55,0.55
1364,female,0.55,0.55
1365,male,0.55,0.55
1366,male,0.55,0.55
1368,female,0.55,0.55
1369,male,0.55,0.55
1367,female,0.55,0.55
1371,male,0.55,0.55
1372,male,0.55,0.55
1373,female,0.55,0.55
1363,female,0.55,0.55
1374,female,0.55,0.55
1375,female,0.55,0.55
1376,female,0.55,0.55
1404,male,0.54,0.54
1411,female,0.54,0.54
1410,male,0.54,0.54
1409,female,0.54,0.54
1408,male,0.54,0.54
1407,male,0.54,0.54
1406,male,0.54,0.54
1405,female,0.54,0.54
1399,female,0.54,0.54
1403,female,0.54,0.54
1402,female,0.54,0.54
1401,female,0.54,0.54
1400,male,0.54,0.54
1398,male,0.54,0.54
1397,female,0.54,0.54
1396,female,0.54,0.54
1420,male,0.53,0.53
1426,male,0.53,0.53
1425,female,0.53,0.53
1424,male,0.53,0.53
1423,male,0.53,0.53
1422,male,0.53,0.53
1421,female,0.53,0.53
1415,male,0.53,0.53
1419,male,0.53,0.53
1418,female,0.53,0.53
1417,female,0.53,0.53
1416,female,0.53,0.53
1412,female,0.53,0.53
1414,female,0.53,0.53
1413,female,0.53,0.53
1440,male,0.52,0.52
1439,female,0.52,0.52
1438,female,0.52,0.52
1437,female,0.52,0.52
1436,female,0.52,0.52
1435,female,0.52,0.52
1434,male,0.52,0.52
1433,female,0.52,0.52
1432,male,0.52,0.52
1431,male,0.52,0.52
1430,male,0.52,0.52
1429,female,0.52,0.52
1428,male,0.52,0.52
1427,male,0.52,0.52
1457,male,0.51,0.51
1456,male,0.51,0.51
1455,male,0.51,0.51
1454,male,0.51,0.51
1453,female,0.51,0.51
1452,male,0.51,0.51
1451,male,0.51,0.51
1450,male,0.51,0.51
1449,male,0.51,0.51
1448,male,0.51,0.51
1446,male,0.51,0.51
1445,male,0.51,0.51
1444,male,0.51,0.51
1443,female,0.51,0.51
1442,female,0.51,0.51
1441,male,0.51,0.51
1447,male,0.51,0.51
1463,female,0.5,0.5
1468,male,0.5,0.5
1467,male,0.5,0.5
1466,female,0.5,0.5
1465,male,0.5,0.5
1464,male,0.5,0.5
1462,female,0.5,0.5
1461,male,0.5,0.5
1460,male,0.5,0.5
1459,male,0.5,0.5
1458,male,0.5,0.5
1479,female,0.49,0.49
1488,female,0.49,0.49
1487,male,0.49,0.49
1485,male,0.49,0.49
1484,female,0.49,0.49
1483,female,0.49,0.49
1482,female,0.49,0.49
1481,male,0.49,0.49
1480,male,0.49,0.49
1486,male,0.49,0.49
1478,male,0.49,0.49
1476,male,0.49,0.49
1475,female,0.49,0.49
1474,female,0.49,0.49
1473,male,0.49,0.49
1472,male,0.49,0.49
1469,male,0.49,0.49
1471,male,0.49,0.49
1470,male,0.49,0.49
1477,female,0.49,0.49
1507,male,0.48,0.48
1503,male,0.48,0.48
1504,female,0.48,0.48
1505,male,0.48,0.48
1506,male,0.48,0.48
1512,male,0.48,0.48
1508,female,0.48,0.48
1509,female,0.48,0.48
1510,male,0.48,0.48
1511,female,0.48,0.48
1501,male,0.48,0.48
1502,male,0.48,0.48
1499,male,0.48,0.48
1500,male,0.48,0.48
1494,male,0.48,0.48
1489,female,0.48,0.48
1490,male,0.48,0.48
1492,male,0.48,0.48
1493,male,0.48,0.48
1491,male,0.48,0.48
1495,female,0.48,0.48
1496,female,0.48,0.48
1497,female,0.48,0.48
1498,male,0.48,0.48
1521,male,0.47,0.47
1527,male,0.47,0.47
1526,female,0.47,0.47
1525,female,0.47,0.47
1524,female,0.47,0.47
1523,male,0.47,0.47
1522,male,0.47,0.47
1516,female,0.47,0.47
1520,male,0.47,0.47
1513,male,0.47,0.47
1514,male,0.47,0.47
1515,male,0.47,0.47
1519,female,0.47,0.47
1517,female,0.47,0.47
1518,female,0.47,0.47
1547,male,0.46,0.46
1538,male,0.46,0.46
1545,male,0.46,0.46
1544,male,0.46,0.46
1543,female,0.46,0.46
1542,female,0.46,0.46
1541,male,0.46,0.46
1540,female,0.46,0.46
1539,female,0.46,0.46
1546,male,0.46,0.46
1537,female,0.46,0.46
1536,female,0.46,0.46
1535,female,0.46,0.46
1534,male,0.46,0.46
1533,female,0.46,0.46
1532,male,0.46,0.46
1531,male,0.46,0.46
1530,female,0.46,0.46
1529,female,0.46,0.46
1528,male,0.46,0.46
1559,female,0.45,0.45
1558,female,0.45,0.45
1554,male,0.45,0.45
1557,male,0.45,0.45
1556,female,0.45,0.45
1555,male,0.45,0.45
1550,male,0.45,0.45
1553,male,0.45,0.45
1549,female,0.45,0.45
1548,female,0.45,0.45
1552,male,0.45,0.45
1551,male,0.45,0.45
1568,female,0.44,0.44
1576,female,0.44,0.44
1575,male,0.44,0.44
1560,male,0.44,0.44
1573,male,0.44,0.44
1571,female,0.44,0.44
1570,male,0.44,0.44
1569,male,0.44,0.44
1574,male,0.44,0.44
1567,male,0.44,0.44
1563,male,0.44,0.44
1566,male,0.44,0.44
1561,female,0.44,0.44
1562,male,0.44,0.44
1572,male,0.44,0.44
1564,female,0.44,0.44
1565,female,0.44,0.44
1589,male,0.43,0.43
1600,male,0.43,0.43
1599,male,0.43,0.43
1597,female,0.43,0.43
1596,male,0.43,0.43
1595,male,0.43,0.43
1594,female,0.43,0.43
1593,male,0.43,0.43
1592,male,0.43,0.43
1591,male,0.43,0.43
1590,male,0.43,0.43
1598,female,0.43,0.43
1588,male,0.43,0.43
1587,male,0.43,0.43
1581,female,0.43,0.43
1586,male,0.43,0.43
1577,male,0.43,0.43
1579,male,0.43,0.43
1580,female,0.43,0.43
1578,female,0.43,0.43
1582,male,0.43,0.43
1583,female,0.43,0.43
1584,female,0.43,0.43
1585,male,0.43,0.43
1609,male,0.42,0.42
1615,male,0.42,0.42
1614,male,0.42,0.42
1613,male,0.42,0.42
1612,female,0.42,0.42
1611,female,0.42,0.42
1610,male,0.42,0.42
1605,male,0.42,0.42
1608,female,0.42,0.42
1607,female,0.42,0.42
1606,female,0.42,0.42
1604,male,0.42,0.42
1603,female,0.42,0.42
1602,male,0.42,0.42
1601,male,0.42,0.42
1626,male,0.41,0.41
1621,female,0.41,0.41
1624,female,0.41,0.41
1623,female,0.41,0.41
1622,female,0.41,0.41
1625,female,0.41,0.41
1620,female,0.41,0.41
1618,female,0.41,0.41
1617,male,0.41,0.41
1616,male,0.41,0.41
1619,female,0.41,0.41
1636,female,0.4,0.4
1645,female,0.4,0.4
1644,male,0.4,0.4
1643,female,0.4,0.4
1642,male,0.4,0.4
1641,male,0.4,0.4
1640,male,0.4,0.4
1638,male,0.4,0.4
1637,male,0.4,0.4
1639,female,0.4,0.4
1635,male,0.4,0.4
1630,female,0.4,0.4
1634,male,0.4,0.4
1628,male,0.4,0.4
1629,male,0.4,0.4
1627,male,0.4,0.4
1631,female,0.4,0.4
1632,male,0.4,0.4
1633,female,0.4,0.4
1656,female,0.39,0.39
1665,male,0.39,0.39
1664,male,0.39,0.39
1663,male,0.39,0.39
1662,male,0.39,0.39
1661,male,0.39,0.39
1660,male,0.39,0.39
1659,female,0.39,0.39
1658,male,0.39,0.39
1657,male,0.39,0.39
1654,female,0.39,0.39
1655,female,0.39,0.39
1653,female,0.39,0.39
1652,female,0.39,0.39
1651,female,0.39,0.39
1650,female,0.39,0.39
1649,female,0.39,0.39
1648,female,0.39,0.39
1647,male,0.39,0.39
1646,female,0.39,0.39
1673,female,0.38,0.38
1679,male,0.38,0.38
1678,female,0.38,0.38
1677,female,0.38,0.38
1676,female,0.38,0.38
1675,male,0.38,0.38
1674,male,0.38,0.38
1672,male,0.38,0.38
1671,male,0.38,0.38
1670,male,0.38,0.38
1669,male,0.38,0.38
1668,female,0.38,0.38
1667,female,0.38,0.38
1666,female,0.38,0.38
1688,male,0.37,0.37
1694,male,0.37,0.37
1693,male,0.37,0.37
1692,female,0.37,0.37
1691,female,0.37,0.37
1690,male,0.37,0.37
1689,male,0.37,0.37
1683,male,0.37,0.37
1687,female,0.37,0.37
1685,male,0.37,0.37
1684,female,0.37,0.37
1680,male,0.37,0.37
1682,female,0.37,0.37
1681,female,0.37,0.37
1686,male,0.37,0.37
1702,male,0.36,0.36
1708,female,0.36,0.36
1707,male,0.36,0.36
1706,male,0.36,0.36
1705,female,0.36,0.36
1703,female,0.36,0.36
1704,female,0.36,0.36
1701,female,0.36,0.36
1699,male,0.36,0.36
1698,male,0.36,0.36
1697,female,0.36,0.36
1696,female,0.36,0.36
1700,male,0.36,0.36
1695,female,0.36,0.36
1728,female,0.35,0.35
1724,male,0.35,0.35
1725,female,0.35,0.35
1726,male,0.35,0.35
1727,female,0.35,0.35
1731,male,0.35,0.35
1729,female,0.35,0.35
1730,female,0.35,0.35
1732,female,0.35,0.35
1733,male,0.35,0.35
1722,male,0.35,0.35
1723,female,0.35,0.35
1716,male,0.35,0.35
1721,male,0.35,0.35
1713,female,0.35,0.35
1720,male,0.35,0.35
1710,male,0.35,0.35
1711,female,0.35,0.35
1712,female,0.35,0.35
1709,male,0.35,0.35
1714,male,0.35,0.35
1715,male,0.35,0.35
1717,male,0.35,0.35
1718,male,0.35,0.35
1719,male,0.35,0.35
1745,female,0.34,0.34
1756,male,0.34,0.34
1755,female,0.34,0.34
1753,female,0.34,0.34
1752,male,0.34,0.34
1751,female,0.34,0.34
1750,female,0.34,0.34
1749,female,0.34,0.34
1748,female,0.34,0.34
1747,female,0.34,0.34
1746,female,0.34,0.34
1754,female,0.34,0.34
1744,male,0.34,0.34
1738,male,0.34,0.34
1743,female,0.34,0.34
1736,female,0.34,0.34
1734,female,0.34,0.34
1737,male,0.34,0.34
1735,female,0.34,0.34
1739,male,0.34,0.34
1740,male,0.34,0.34
1741,female,0.34,0.34
1742,male,0.34,0.34
1766,male,0.33,0.33
1774,male,0.33,0.33
1773,female,0.33,0.33
1772,male,0.33,0.33
1771,male,0.33,0.33
1770,male,0.33,0.33
1769,female,0.33,0.33
1768,male,0.33,0.33
1767,female,0.33,0.33
1765,female,0.33,0.33
1763,male,0.33,0.33
1762,male,0.33,0.33
1761,female,0.33,0.33
1760,female,0.33,0.33
1759,male,0.33,0.33
1758,male,0.33,0.33
1764,female,0.33,0.33
1757,male,0.33,0.33
1784,female,0.32,0.32
1788,female,0.32,0.32
1786,female,0.32,0.32
1787,male,0.32,0.32
1792,female,0.32,0.32
1789,female,0.32,0.32
1790,female,0.32,0.32
1791,female,0.32,0.32
1785,female,0.32,0.32
1780,male,0.32,0.32
1783,male,0.32,0.32
1781,female,0.32,0.32
1779,female,0.32,0.32
1778,female,0.32,0.32
1777,male,0.32,0.32
1776,male,0.32,0.32
1775,male,0.32,0.32
1782,female,0.32,0.32
1799,female,0.31,0.31
1805,female,0.31,0.31
1804,male,0.31,0.31
1803,male,0.31,0.31
1802,female,0.31,0.31
1801,male,0.31,0.31
1800,female,0.31,0.31
1798,male,0.31,0.31
1797,female,0.31,0.31
1796,female,0.31,0.31
1795,male,0.31,0.31
1794,male,0.31,0.31
1793,female,0.31,0.31
1825,male,0.3,0.3
1824,female,0.3,0.3
1823,female,0.3,0.3
1822,male,0.3,0.3
1821,female,0.3,0.3
1820,female,0.3,0.3
1819,female,0.3,0.3
1818,female,0.3,0.3
1817,male,0.3,0.3
1816,male,0.3,0.3
1815,female,0.3,0.3
1809,male,0.3,0.3
1814,male,0.3,0.3
1806,male,0.3,0.3
1808,female,0.3,0.3
1807,male,0.3,0.3
1810,female,0.3,0.3
1811,female,0.3,0.3
1812,female,0.3,0.3
1813,female,0.3,0.3
1833,male,0.29,0.29
1840,female,0.29,0.29
1839,male,0.29,0.29
1837,male,0.29,0.29
1836,male,0.29,0.29
1835,male,0.29,0.29
1834,male,0.29,0.29
1838,female,0.29,0.29
1832,female,0.29,0.29
1830,male,0.29,0.29
1829,male,0.29,0.29
1826,male,0.29,0.29
1828,female,0.29,0.29
1827,male,0.29,0.29
1831,male,0.29,0.29
1846,female,0.28,0.28
1850,male,0.28,0.28
1849,female,0.28,0.28
1848,male,0.28,0.28
1847,male,0.28,0.28
1845,female,0.28,0.28
1844,female,0.28,0.28
1843,female,0.28,0.28
1842,female,0.28,0.28
1841,female,0.28,0.28
1862,female,0.27,0.27
1871,female,0.27,0.27
1870,female,0.27,0.27
1869,male,0.27,0.27
1868,male,0.27,0.27
1867,female,0.27,0.27
1866,male,0.27,0.27
1865,female,0.27,0.27
1864,female,0.27,0.27
1863,female,0.27,0.27
1851,male,0.27,0.27
1861,male,0.27,0.27
1859,female,0.27,0.27
1858,female,0.27,0.27
1857,female,0.27,0.27
1856,female,0.27,0.27
1855,male,0.27,0.27
1854,female,0.27,0.27
1853,female,0.27,0.27
1852,male,0.27,0.27
1860,male,0.27,0.27
1893,female,0.26,0.26
1888,female,0.26,0.26
1889,male,0.26,0.26
1890,female,0.26,0.26
1891,female,0.26,0.26
1892,male,0.26,0.26
1898,male,0.26,0.26
1894,male,0.26,0.26
1895,female,0.26,0.26
1896,female,0.26,0.26
1886,male,0.26,0.26
1899,female,0.26,0.26
1900,male,0.26,0.26
1887,male,0.26,0.26
1897,male,0.26,0.26
1885,female,0.26,0.26
1877,female,0.26,0.26
1884,male,0.26,0.26
1872,female,0.26,0.26
1873,male,0.26,0.26
1874,female,0.26,0.26
1876,female,0.26,0.26
1875,male,0.26,0.26
1878,male,0.26,0.26
1879,female,0.26,0.26
1880,female,0.26,0.26
1881,male,0.26,0.26
1882,female,0.26,0.26
1883,female,0.26,0.26
1907,female,0.25,0.25
1912,male,0.25,0.25
1911,female,0.25,0.25
1910,male,0.25,0.25
1909,male,0.25,0.25
1908,male,0.25,0.25
1902,female,0.25,0.25
1906,male,0.25,0.25
1905,female,0.25,0.25
1904,female,0.25,0.25
1903,male,0.25,0.25
1901,male,0.25,0.25
1918,male,0.24,0.24
1921,male,0.24,0.24
1920,male,0.24,0.24
1919,female,0.24,0.24
1922,male,0.24,0.24
1917,male,0.24,0.24
1915,male,0.24,0.24
1914,male,0.24,0.24
1913,male,0.24,0.24
1916,male,0.24,0.24
1930,female,0.23,0.23
1937,male,0.23,0.23
1936,male,0.23,0.23
1935,male,0.23,0.23
1934,female,0.23,0.23
1933,male,0.23,0.23
1932,female,0.23,0.23
1931,male,0.23,0.23
1929,female,0.23,0.23
1928,male,0.23,0.23
1927,female,0.23,0.23
1926,male,0.23,0.23
1925,female,0.23,0.23
1924,female,0.23,0.23
1923,female,0.23,0.23
1944,male,0.22,0.22
1949,female,0.22,0.22
1948,male,0.22,0.22
1947,female,0.22,0.22
1946,male,0.22,0.22
1945,male,0.22,0.22
1938,male,0.22,0.22
1943,male,0.22,0.22
1942,male,0.22,0.22
1941,male,0.22,0.22
1940,male,0.22,0.22
1939,male,0.22,0.22
1960,male,0.21,0.21
1967,female,0.21,0.21
1966,female,0.21,0.21
1965,male,0.21,0.21
1964,male,0.21,0.21
1963,female,0.21,0.21
1962,female,0.21,0.21
1961,male,0.21,0.21
1959,female,0.21,0.21
1958,male,0.21,0.21
1957,male,0.21,0.21
1956,male,0.21,0.21
1955,male,0.21,0.21
1954,male,0.21,0.21
1953,female,0.21,0.21
1952,female,0.21,0.21
1951,female,0.21,0.21
1950,male,0.21,0.21
1986,male,0.2,0.2
1982,male,0.2,0.2
1983,female,0.2,0.2
1984,male,0.2,0.2
1985,male,0.2,0.2
1990,male,0.2,0.2
1987,female,0.2,0.2
1988,male,0.2,0.2
1989,female,0.2,0.2
1979,female,0.2,0.2
1980,female,0.2,0.2
1981,female,0.2,0.2
1978,female,0.2,0.2
1976,female,0.2,0.2
1975,male,0.2,0.2
1974,male,0.2,0.2
1973,male,0.2,0.2
1972,female,0.2,0.2
1971,male,0.2,0.2
1970,male,0.2,0.2
1969,female,0.2,0.2
1968,female,0.2,0.2
1977,female,0.2,0.2
2005,male,0.19,0.19
2009,male,0.19,0.19
2006,female,0.19,0.19
2007,male,0.19,0.19
2008,male,0.19,0.19
1995,female,0.19,0.19
2010,male,0.19,0.19
2011,female,0.19,0.19
2012,male,0.19,0.19
2013,male,0.19,0.19
2003,male,0.19,0.19
2004,female,0.19,0.19
1992,female,0.19,0.19
2002,male,0.19,0.19
2000,female,0.19,0.19
1999,female,0.19,0.19
1998,male,0.19,0.19
1997,male,0.19,0.19
1996,female,0.19,0.19
1994,female,0.19,0.19
1993,female,0.19,0.19
1991,male,0.19,0.19
2001,female,0.19,0.19
2018,male,0.18,0.18
2021,female,0.18,0.18
2020,female,0.18,0.18
2019,male,0.18,0.18
2015,male,0.18,0.18
2017,male,0.18,0.18
2016,male,0.18,0.18
2014,male,0.18,0.18
2034,male,0.17,0.17
2037,male,0.17,0.17
2035,female,0.17,0.17
2036,female,0.17,0.17
2032,female,0.17,0.17
2038,male,0.17,0.17
2039,female,0.17,0.17
2040,male,0.17,0.17
2041,female,0.17,0.17
2033,male,0.17,0.17
2029,female,0.17,0.17
2031,female,0.17,0.17
2028,female,0.17,0.17
2027,male,0.17,0.17
2026,female,0.17,0.17
2025,female,0.17,0.17
2024,female,0.17,0.17
2023,male,0.17,0.17
2022,male,0.17,0.17
2030,male,0.17,0.17
2049,male,0.16,0.16
2054,female,0.16,0.16
2053,female,0.16,0.16
2052,female,0.16,0.16
2051,female,0.16,0.16
2050,male,0.16,0.16
2048,female,0.16,0.16
2047,female,0.16,0.16
2046,male,0.16,0.16
2045,male,0.16,0.16
2044,female,0.16,0.16
2043,female,0.16,0.16
2042,female,0.16,0.16
2064,male,0.15,0.15
2072,female,0.15,0.15
2071,male,0.15,0.15
2070,female,0.15,0.15
2068,female,0.15,0.15
2067,female,0.15,0.15
2066,female,0.15,0.15
2065,male,0.15,0.15
2069,female,0.15,0.15
2063,male,0.15,0.15
2055,male,0.15,0.15
2056,male,0.15,0.15
2057,female,0.15,0.15
2058,female,0.15,0.15
2062,female,0.15,0.15
2059,female,0.15,0.15
2060,female,0.15,0.15
2061,female,0.15,0.15
2098,female,0.14,0.14
2097,female,0.14,0.14
2086,female,0.14,0.14
2095,female,0.14,0.14
2094,male,0.14,0.14
2093,male,0.14,0.14
2092,male,0.14,0.14
2091,female,0.14,0.14
2090,male,0.14,0.14
2089,male,0.14,0.14
2088,male,0.14,0.14
2087,male,0.14,0.14
2096,female,0.14,0.14
2085,female,0.14,0.14
2084,female,0.14,0.14
2077,female,0.14,0.14
2073,male,0.14,0.14
2074,male,0.14,0.14
2083,female,0.14,0.14
2076,female,0.14,0.14
2075,female,0.14,0.14
2078,male,0.14,0.14
2079,male,0.14,0.14
2080,male,0.14,0.14
2081,female,0.14,0.14
2082,male,0.14,0.14
2113,female,0.13,0.13
2112,female,0.13,0.13
2111,female,0.13,0.13
2107,male,0.13,0.13
2110,male,0.13,0.13
2109,male,0.13,0.13
2108,male,0.13,0.13
2102,male,0.13,0.13
2106,female,0.13,0.13
2104,female,0.13,0.13
2103,male,0.13,0.13
2101,female,0.13,0.13
2100,male,0.13,0.13
2099,male,0.13,0.13
2105,male,0.13,0.13
2133,male,0.12,0.12
2129,male,0.12,0.12
2130,male,0.12,0.12
2131,female,0.12,0.12
2132,male,0.12,0.12
2137,female,0.12,0.12
2134,female,0.12,0.12
2135,female,0.12,0.12
2136,male,0.12,0.12
2127,female,0.12,0.12
2138,female,0.12,0.12
2128,female,0.12,0.12
2125,male,0.12,0.12
2126,male,0.12,0.12
2124,female,0.12,0.12
2123,male,0.12,0.12
2122,female,0.12,0.12
2121,male,0.12,0.12
2120,female,0.12,0.12
2119,female,0.12,0.12
2118,male,0.12,0.12
2117,female,0.12,0.12
2116,male,0.12,0.12
2115,female,0.12,0.12
2114,male,0.12,0.12
2144,male,0.11,0.11
2147,male,0.11,0.11
2146,male,0.11,0.11
2145,male,0.11,0.11
2139,male,0.11,0.11
2143,female,0.11,0.11
2141,female,0.11,0.11
2140,male,0.11,0.11
2142,male,0.11,0.11
2156,male,0.1,0.1
2163,male,0.1,0.1
2162,male,0.1,0.1
2161,male,0.1,0.1
2160,male,0.1,0.1
2159,male,0.1,0.1
2157,male,0.1,0.1
2158,male,0.1,0.1
2155,male,0.1,0.1
2154,female,0.1,0.1
2153,male,0.1,0.1
2152,male,0.1,0.1
2151,male,0.1,0.1
2150,male,0.1,0.1
2149,female,0.1,0.1
2148,male,0.1,0.1
2181,female,0.09,0.09
2173,female,0.09,0.09
2179,female,0.09,0.09
2178,female,0.09,0.09
2177,male,0.09,0.09
2176,female,0.09,0.09
2175,male,0.09,0.09
2174,male,0.09,0.09
2180,male,0.09,0.09
2172,male,0.09,0.09
2167,female,0.09,0.09
2164,male,0.09,0.09
2165,female,0.09,0.09
2166,female,0.09,0.09
2171,male,0.09,0.09
2168,female,0.09,0.09
2169,female,0.09,0.09
2170,female,0.09,0.09
2191,female,0.08,0.08
2199,male,0.08,0.08
2198,female,0.08,0.08
2197,male,0.08,0.08
2196,male,0.08,0.08
2195,male,0.08,0.08
2194,female,0.08,0.08
2193,male,0.08,0.08
2192,male,0.08,0.08
2190,male,0.08,0.08
2189,female,0.08,0.08
2188,male,0.08,0.08
2187,male,0.08,0.08
2186,male,0.08,0.08
2185,male,0.08,0.08
2184,male,0.08,0.08
2183,female,0.08,0.08
2182,male,0.08,0.08
2209,female,0.07,0.07
2217,male,0.07,0.07
2216,male,0.07,0.07
2215,female,0.07,0.07
2214,female,0.07,0.07
2213,male,0.07,0.07
2212,male,0.07,0.07
2210,male,0.07,0.07
2211,male,0.07,0.07
2208,female,0.07,0.07
2204,male,0.07,0.07
2201,female,0.07,0.07
2202,female,0.07,0.07
2203,male,0.07,0.07
2207,female,0.07,0.07
2205,male,0.07,0.07
2206,female,0.07,0.07
2200,male,0.07,0.07
2228,female,0.06,0.06
2237,male,0.06,0.06
2236,male,0.06,0.06
2235,female,0.06,0.06
2234,female,0.06,0.06
2233,male,0.06,0.06
2232,male,0.06,0.06
2231,male,0.06,0.06
2230,female,0.06,0.06
