doc_id,D,sex,score_x,score_y
2422,2422,female,0.71918,0.71918
2427,2427,female,0.71884,0.71884
2429,2429,female,0.71879,0.71879
2431,2431,female,0.7187,0.7187
2432,2432,female,0.71865,0.71865
2433,2433,female,0.7186,0.7186
2434,2435,male,0.71855,0.71855
2435,2434,female,0.71855,0.71855
2436,2436,female,0.71851,0.71851
2440,2440,female,0.71841,0.71841
2442,2442,female,0.71841,0.71841
2444,2446,male,0.71822,0.71822
2445,2445,female,0.71822,0.71822
2446,2444,female,0.71822,0.71822
2447,2447,female,0.71817,0.71817
2449,2449,female,0.71812,0.71812
2450,2450,female,0.71812,0.71812
2453,2454,female,0.71803,0.71803
2454,2455,female,0.71803,0.71803
2455,2453,female,0.71803,0.71803
2459,2459,female,0.71784,0.71784
2462,2464,male,0.71769,0.71769
2465,2462,female,0.71769,0.71769
2467,2467,female,0.71755,0.71755
2468,2468,female,0.71755,0.71755
2470,2470,female,0.7175,0.7175
2471,2471,female,0.7175,0.7175
2475,2477,female,0.71736,0.71736
2477,2475,female,0.71736,0.71736
2478,2478,female,0.71731,0.71731
2480,2480,female,0.71722,0.71722
2481,2481,female,0.71722,0.71722
2484,2484,female,0.71702,0.71702
2486,2487,female,0.71688,0.71688
2487,2486,female,0.71688,0.71688
2488,2488,female,0.71674,0.71674
2493,2493,female,0.7165,0.7165
2495,2495,female,0.71631,0.71631
2496,2498,female,0.71626,0.71626
2497,2497,female,0.71626,0.71626
2498,2496,male,0.71626,0.71626
2499,2499,female,0.71621,0.71621
2500,2500,female,0.71621,0.71621
2501,2501,female,0.71621,0.71621
2503,2503,female,0.71612,0.71612
2504,2504,female,0.71612,0.71612
2505,2505,female,0.71607,0.71607
2506,2506,female,0.71607,0.71607
2507,2507,female,0.71607,0.71607
2508,2508,female,0.71597,0.71597
2510,2510,female,0.71592,0.71592
2512,2512,female,0.71588,0.71588
2513,2513,female,0.71578,0.71578
2514,2514,female,0.71578,0.71578
2516,2516,female,0.71578,0.71578
2517,2519,female,0.71573,0.71573
2518,2518,female,0.71573,0.71573
2519,2517,female,0.71573,0.71573
2520,2520,female,0.71569,0.71569
2523,2523,female,0.71559,0.71559
2524,2524,female,0.71559,0.71559
2531,2531,female,0.7153,0.7153
2532,2532,female,0.7153,0.7153
2534,2534,female,0.71526,0.71526
2536,2536,female,0.71526,0.71526
2537,2537,female,0.71521,0.71521
2538,2538,female,0.71521,0.71521
2540,2540,female,0.71497,0.71497
2543,2543,female,0.71487,0.71487
2544,2544,female,0.71478,0.71478
2546,2546,female,0.71468,0.71468
2547,2547,female,0.71468,0.71468
2551,2551,female,0.71454,0.71454
2552,2552,female,0.71449,0.71449
2553,2553,female,0.71449,0.71449
2554,2554,female,0.71444,0.71444
2556,2556,female,0.71425,0.71425
2557,2557,female,0.71416,0.71416
2559,2559,female,0.71392,0.71392
2561,2561,female,0.71358,0.71358
2564,2564,female,0.71353,0.71353
2567,2567,female,0.71339,0.71339
2568,2568,female,0.71339,0.71339
2572,2572,female,0.7132,0.7132
2574,2574,female,0.7132,0.7132
2575,2575,female,0.71315,0.71315
2580,2582,female,0.71277,0.71277
2581,2580,female,0.71277,0.71277
2582,2581,female,0.71277,0.71277
2583,2583,female,0.71267,0.71267
2588,2588,female,0.71239,0.71239
2591,2591,female,0.71224,0.71224
2592,2592,female,0.7122,0.7122
2594,2594,female,0.712,0.712
2595,2595,female,0.71196,0.71196
2597,2597,female,0.71191,0.71191
2598,2598,female,0.71191,0.71191
2599,2599,female,0.71186,0.71186
2600,2600,female,0.71177,0.71177
2603,2603,female,0.71162,0.71162
2604,2604,female,0.71143,0.71143
2605,2605,female,0.71143,0.71143
2607,2607,female,0.71129,0.71129
2609,2610,female,0.71124,0.71124
2610,2608,female,0.71124,0.71124
2615,2615,female,0.71095,0.71095
2617,2617,female,0.71091,0.71091
2619,2619,female,0.71076,0.71076
2623,2623,female,0.71057,0.71057
2626,2626,female,0.71047,0.71047
2629,2629,female,0.71038,0.71038
2632,2630,female,0.71033,0.71033
2634,2634,female,0.71019,0.71019
2635,2635,female,0.71009,0.71009
2637,2637,female,0.71009,0.71009
2639,2639,female,0.71,0.71
2640,2643,male,0.7099,0.7099
2643,2640,female,0.7099,0.7099
2644,2644,female,0.70981,0.70981
2645,2645,female,0.70981,0.70981
2646,2646,female,0.70966,0.70966
2647,2647,female,0.70966,0.70966
2648,2648,female,0.70961,0.70961
2650,2650,female,0.70947,0.70947
2651,2651,male,0.70947,0.70947
2652,2652,female,0.70938,0.70938
2653,2653,male,0.70938,0.70938
2654,2654,female,0.70933,0.70933
2655,2655,female,0.70928,0.70928
2656,2656,female,0.70914,0.70914
2660,2660,female,0.70899,0.70899
2663,2663,female,0.7088,0.7088
2665,2665,female,0.70861,0.70861
2668,2668,female,0.70832,0.70832
2669,2669,female,0.70832,0.70832
2670,2670,male,0.70832,0.70832
2675,2675,female,0.70818,0.70818
2676,2676,female,0.70804,0.70804
2678,2678,female,0.70799,0.70799
2679,2679,female,0.70794,0.70794
2680,2680,female,0.70794,0.70794
2683,2683,female,0.70761,0.70761
2684,2684,female,0.70756,0.70756
2686,2686,female,0.70746,0.70746
2687,2687,female,0.70742,0.70742
2689,2689,female,0.70737,0.70737
2691,2691,female,0.70713,0.70713
2696,2697,male,0.70694,0.70694
2697,2696,female,0.70694,0.70694
2698,2698,female,0.70689,0.70689
2699,2699,female,0.70689,0.70689
2700,2700,female,0.70679,0.70679
2701,2701,female,0.70675,0.70675
2702,2702,female,0.70675,0.70675
2704,2704,female,0.70665,0.70665
2706,2705,female,0.7066,0.7066
2707,2707,female,0.70651,0.70651
2708,2708,female,0.70651,0.70651
2709,2709,female,0.70646,0.70646
2710,2710,female,0.70641,0.70641
2711,2711,female,0.70632,0.70632
2713,2713,female,0.70612,0.70612
2714,2714,male,0.70612,0.70612
2715,2715,female,0.70608,0.70608
2716,2718,female,0.70603,0.70603
2717,2716,female,0.70603,0.70603
2718,2717,female,0.70603,0.70603
2719,2719,female,0.70593,0.70593
2720,2720,male,0.70593,0.70593
2722,2722,male,0.70589,0.70589
2723,2723,male,0.70589,0.70589
2724,2724,male,0.70584,0.70584
2727,2728,female,0.70565,0.70565
2728,2727,female,0.70565,0.70565
2729,2729,female,0.7055,0.7055
2732,2732,female,0.70545,0.70545
2733,2733,female,0.70541,0.70541
2734,2734,male,0.70541,0.70541
2735,2735,female,0.70531,0.70531
2739,2739,female,0.70507,0.70507
2744,2744,female,0.70469,0.70469
2745,2746,female,0.70464,0.70464
2746,2745,female,0.70464,0.70464
2748,2748,female,0.70455,0.70455
2752,2752,female,0.70426,0.70426
2753,2753,female,0.70421,0.70421
2754,2754,female,0.70412,0.70412
2756,2757,female,0.70393,0.70393
2757,2756,female,0.70393,0.70393
2758,2758,female,0.70388,0.70388
2759,2759,female,0.70378,0.70378
2760,2760,female,0.70378,0.70378
2761,2761,female,0.70373,0.70373
2764,2764,female,0.70369,0.70369
2765,2765,female,0.70369,0.70369
2769,2770,female,0.70345,0.70345
2770,2769,male,0.70345,0.70345
2772,2772,female,0.70335,0.70335
2775,2775,female,0.70321,0.70321
2776,2776,female,0.70321,0.70321
2777,2778,female,0.70311,0.70311
2778,2777,female,0.70311,0.70311
2779,2779,female,0.70306,0.70306
2780,2780,female,0.70302,0.70302
2781,2781,female,0.70297,0.70297
2785,2785,female,0.70278,0.70278
2786,2786,female,0.70278,0.70278
2788,2788,female,0.70263,0.70263
2792,2792,female,0.70259,0.70259
2793,2793,female,0.70254,0.70254
2794,2796,male,0.70244,0.70244
2796,2795,female,0.70244,0.70244
2797,2794,female,0.70244,0.70244
2798,2798,female,0.70235,0.70235
2800,2800,female,0.7023,0.7023
2801,2801,male,0.7023,0.7023
2805,2805,female,0.7022,0.7022
2806,2807,female,0.70216,0.70216
2807,2806,female,0.70216,0.70216
2808,2808,female,0.70196,0.70196
2817,2817,female,0.70139,0.70139
2818,2818,female,0.70139,0.70139
2822,2823,female,0.7013,0.7013
2823,2820,male,0.7013,0.7013
2827,2827,female,0.7011,0.7011
2828,2829,female,0.70106,0.70106
2829,2828,female,0.70106,0.70106
2833,2833,female,0.70091,0.70091
2834,2834,female,0.70082,0.70082
2837,2837,female,0.70067,0.70067
2838,2838,male,0.70067,0.70067
2840,2840,female,0.70053,0.70053
2841,2841,female,0.70048,0.70048
2843,2843,female,0.70044,0.70044
2844,2844,female,0.70034,0.70034
2847,2847,female,0.70024,0.70024
2851,2851,female,0.7,0.7
2855,2855,female,0.69991,0.69991
2857,2857,female,0.69986,0.69986
2858,2858,male,0.69986,0.69986
2859,2859,female,0.69962,0.69962
2860,2860,female,0.69957,0.69957
2861,2861,male,0.69957,0.69957
2864,2864,female,0.69953,0.69953
2865,2865,female,0.69948,0.69948
2866,2866,female,0.69948,0.69948
2867,2867,female,0.69943,0.69943
2868,2868,female,0.69943,0.69943
2869,2869,female,0.69938,0.69938
2873,2873,female,0.69914,0.69914
2875,2875,female,0.69905,0.69905
2877,2877,female,0.69895,0.69895
2880,2880,female,0.69881,0.69881
2883,2883,female,0.69867,0.69867
2884,2884,female,0.69867,0.69867
2885,2885,female,0.69867,0.69867
2886,2886,female,0.69867,0.69867
2890,2888,female,0.69843,0.69843
2891,2892,female,0.69838,0.69838
2892,2891,female,0.69838,0.69838
2895,2894,female,0.69828,0.69828
2896,2896,female,0.69819,0.69819
2897,2897,female,0.69819,0.69819
2900,2900,female,0.69781,0.69781
2905,2905,female,0.69766,0.69766
2907,2907,female,0.69761,0.69761
2908,2908,female,0.69761,0.69761
2910,2909,female,0.69757,0.69757
2911,2911,female,0.69752,0.69752
2913,2913,female,0.69742,0.69742
2916,2916,female,0.69733,0.69733
2917,2917,female,0.69733,0.69733
2920,2919,female,0.69723,0.69723
2923,2923,female,0.69704,0.69704
2926,2926,female,0.69695,0.69695
2928,2930,female,0.6969,0.6969
2929,2931,female,0.6969,0.6969
2931,2928,female,0.6969,0.6969
2932,2932,female,0.69685,0.69685
2933,2933,female,0.6968,0.6968
2934,2934,female,0.69675,0.69675
2938,2938,female,0.69647,0.69647
2940,2940,female,0.69642,0.69642
2941,2939,female,0.69642,0.69642
2945,2945,female,0.69623,0.69623
2947,2947,female,0.69604,0.69604
2948,2948,female,0.69604,0.69604
2951,2951,female,0.6958,0.6958
2954,2954,female,0.6957,0.6957
2955,2955,female,0.69565,0.69565
2956,2956,female,0.69556,0.69556
2957,2957,female,0.69556,0.69556
2958,2958,female,0.69546,0.69546
2959,2959,female,0.69542,0.69542
2961,2962,female,0.69527,0.69527
2962,2961,male,0.69527,0.69527
2963,2963,female,0.69522,0.69522
2967,2967,female,0.69498,0.69498
2968,2968,female,0.69494,0.69494
2970,2970,female,0.69475,0.69475
2974,2974,female,0.69455,0.69455
2976,2976,female,0.69436,0.69436
2978,2977,female,0.69432,0.69432
2980,2981,female,0.69422,0.69422
2981,2980,female,0.69422,0.69422
2984,2984,female,0.69408,0.69408
2987,2987,female,0.69398,0.69398
2988,2989,female,0.69393,0.69393
2989,2988,female,0.69393,0.69393
2990,2990,female,0.69384,0.69384
2992,2992,female,0.69365,0.69365
2995,2995,female,0.6936,0.6936
2996,2998,male,0.69355,0.69355
2998,2996,female,0.69355,0.69355
2999,2999,female,0.69346,0.69346
3000,3000,male,0.69346,0.69346
3002,3002,female,0.69346,0.69346
3003,3003,female,0.69336,0.69336
3004,3004,female,0.69336,0.69336
3008,3008,female,0.69312,0.69312
3009,3009,female,0.69312,0.69312
3010,3010,female,0.69307,0.69307
3014,3014,female,0.69293,0.69293
3015,3016,female,0.69269,0.69269
3016,3015,female,0.69269,0.69269
3017,3017,female,0.69264,0.69264
3018,3018,female,0.69264,0.69264
3019,3019,female,0.69255,0.69255
3021,3021,female,0.6925,0.6925
3024,3024,female,0.6924,0.6924
3025,3026,female,0.69236,0.69236
3026,3025,female,0.69236,0.69236
3029,3029,female,0.69216,0.69216
3031,3031,female,0.69202,0.69202
3033,3035,female,0.69193,0.69193
3035,3034,male,0.69193,0.69193
3039,3039,female,0.69164,0.69164
3041,3041,female,0.69149,0.69149
3047,3047,female,0.69126,0.69126
3048,3048,female,0.69121,0.69121
3049,3049,female,0.69106,0.69106
3051,3051,female,0.69106,0.69106
3052,3052,female,0.69102,0.69102
3053,3053,female,0.69102,0.69102
3055,3055,female,0.69092,0.69092
3057,3059,female,0.69083,0.69083
3059,3058,female,0.69083,0.69083
3063,3063,female,0.69044,0.69044
3064,3064,female,0.6904,0.6904
3065,3065,female,0.69025,0.69025
3066,3066,female,0.69011,0.69011
3068,3068,female,0.68997,0.68997
3069,3069,female,0.68997,0.68997
3075,3075,female,0.68973,0.68973
3081,3081,female,0.68915,0.68915
3083,3083,female,0.68901,0.68901
3084,3084,female,0.68896,0.68896
3088,3088,female,0.68882,0.68882
3089,3089,female,0.68872,0.68872
3090,3090,female,0.68867,0.68867
3091,3091,female,0.68867,0.68867
3092,3092,female,0.68858,0.68858
3093,3093,female,0.68853,0.68853
3095,3095,female,0.68848,0.68848
3096,3097,female,0.68839,0.68839
3097,3096,female,0.68839,0.68839
3098,3098,female,0.68834,0.68834
3099,3099,female,0.68834,0.68834
3100,3100,female,0.68829,0.68829
3102,3102,female,0.6882,0.6882
3103,3103,female,0.6881,0.6881
3106,3106,female,0.68796,0.68796
3107,3107,female,0.68791,0.68791
3110,3110,female,0.68777,0.68777
3111,3111,female,0.68772,0.68772
3112,3112,female,0.68772,0.68772
3116,3116,female,0.68753,0.68753
3117,3117,female,0.68748,0.68748
3123,3123,female,0.68686,0.68686
3124,3124,female,0.68681,0.68681
3125,3125,female,0.68681,0.68681
3127,3129,female,0.68676,0.68676
3128,3130,female,0.68676,0.68676
3129,3127,female,0.68676,0.68676
3132,3132,female,0.68667,0.68667
3133,3133,female,0.68657,0.68657
3135,3137,female,0.68648,0.68648
3136,3138,male,0.68648,0.68648
3137,3136,female,0.68648,0.68648
3138,3135,female,0.68648,0.68648
3139,3139,female,0.68633,0.68633
3140,3140,female,0.68633,0.68633
3142,3142,female,0.68614,0.68614
3143,3143,female,0.68614,0.68614
3144,3144,female,0.68609,0.68609
3150,3150,female,0.68581,0.68581
3152,3152,female,0.68571,0.68571
3153,3153,female,0.68566,0.68566
3154,3154,female,0.68566,0.68566
1,1,male,0.999,0.999
2,2,male,0.99756,0.99756
3,3,male,0.99278,0.99278
4,4,male,0.98953,0.98953
5,5,male,0.97528,0.97528
6,6,male,0.96964,0.96964
8,8,male,0.96137,0.96137
9,9,male,0.96104,0.96104
10,10,male,0.95745,0.95745
11,11,male,0.94961,0.94961
13,13,male,0.94239,0.94239
14,14,male,0.94005,0.94005
15,15,male,0.93689,0.93689
16,16,male,0.93575,0.93575
17,17,male,0.93235,0.93235
18,18,male,0.9303,0.9303
19,19,male,0.92963,0.92963
20,20,male,0.92771,0.92771
21,21,male,0.92528,0.92528
22,22,male,0.92485,0.92485
24,24,male,0.92274,0.92274
25,25,male,0.9226,0.9226
26,26,male,0.92241,0.92241
27,27,male,0.9214,0.9214
28,28,male,0.9204,0.9204
29,29,male,0.91897,0.91897
30,30,male,0.91787,0.91787
31,31,male,0.9171,0.9171
32,32,male,0.91681,0.91681
33,33,male,0.91428,0.91428
34,34,male,0.91203,0.91203
35,35,male,0.91199,0.91199
36,36,male,0.91127,0.91127
37,37,male,0.91055,0.91055
39,39,male,0.90811,0.90811
40,40,male,0.90735,0.90735
41,41,male,0.90596,0.90596
42,42,male,0.90505,0.90505
43,43,male,0.90448,0.90448
44,44,male,0.90443,0.90443
45,45,male,0.90414,0.90414
46,46,male,0.90376,0.90376
47,47,male,0.90362,0.90362
48,48,male,0.90357,0.90357
49,49,male,0.90324,0.90324
50,50,male,0.90324,0.90324
51,51,male,0.90262,0.90262
52,52,male,0.90242,0.90242
53,53,male,0.90209,0.90209
54,54,male,0.9018,0.9018
55,55,male,0.90175,0.90175
56,56,male,0.89984,0.89984
57,57,male,0.89979,0.89979
58,58,male,0.89975,0.89975
59,59,male,0.89975,0.89975
60,60,male,0.89889,0.89889
61,61,male,0.89783,0.89783
62,62,male,0.8975,0.8975
63,63,male,0.89745,0.89745
64,64,male,0.89736,0.89736
65,65,male,0.89602,0.89602
66,66,male,0.89587,0.89587
67,67,male,0.89501,0.89501
68,68,male,0.89497,0.89497
69,69,male,0.89468,0.89468
70,70,male,0.89463,0.89463
71,71,male,0.89458,0.89458
72,72,male,0.89444,0.89444
73,73,male,0.89415,0.89415
74,74,male,0.89377,0.89377
75,75,male,0.89324,0.89324
76,76,male,0.89248,0.89248
77,77,male,0.89248,0.89248
78,78,male,0.89238,0.89238
79,79,male,0.89171,0.89171
80,80,male,0.89171,0.89171
81,81,male,0.89167,0.89167
82,82,male,0.89152,0.89152
83,83,male,0.89143,0.89143
84,84,male,0.89133,0.89133
86,86,male,0.8909,0.8909
87,87,male,0.89076,0.89076
88,88,male,0.89038,0.89038
89,89,male,0.88995,0.88995
90,90,male,0.88985,0.88985
91,91,male,0.88827,0.88827
92,92,male,0.88813,0.88813
93,93,male,0.88784,0.88784
94,94,male,0.88736,0.88736
95,95,male,0.88713,0.88713
96,96,male,0.88693,0.88693
97,97,male,0.88631,0.88631
98,98,male,0.88603,0.88603
99,99,male,0.88569,0.88569
100,100,male,0.88569,0.88569
101,101,male,0.88564,0.88564
102,102,male,0.8856,0.8856
103,103,male,0.88555,0.88555
104,104,male,0.88545,0.88545
105,105,male,0.88517,0.88517
106,106,male,0.88502,0.88502
107,107,male,0.88493,0.88493
108,108,male,0.88488,0.88488
109,109,male,0.88478,0.88478
110,110,male,0.88454,0.88454
111,111,male,0.8843,0.8843
112,112,male,0.88407,0.88407
113,113,male,0.88397,0.88397
114,114,male,0.88392,0.88392
115,115,male,0.88359,0.88359
116,116,male,0.88344,0.88344
117,117,male,0.88258,0.88258
118,118,male,0.8822,0.8822
119,119,male,0.88187,0.88187
120,120,male,0.88163,0.88163
121,121,male,0.88124,0.88124
122,122,male,0.8812,0.8812
123,123,male,0.88058,0.88058
124,124,male,0.88038,0.88038
125,125,male,0.88019,0.88019
126,126,male,0.87967,0.87967
127,127,male,0.879,0.879
128,128,male,0.87895,0.87895
129,129,male,0.87876,0.87876
130,130,male,0.87871,0.87871
131,131,male,0.87866,0.87866
132,132,male,0.87857,0.87857
133,133,male,0.87842,0.87842
134,134,male,0.87842,0.87842
135,135,male,0.87833,0.87833
136,136,male,0.87819,0.87819
137,137,male,0.87766,0.87766
139,139,male,0.87713,0.87713
140,140,male,0.87685,0.87685
141,141,male,0.87675,0.87675
142,142,male,0.87618,0.87618
143,143,male,0.87599,0.87599
144,144,male,0.87584,0.87584
145,146,male,0.87575,0.87575
146,145,male,0.87575,0.87575
147,147,male,0.8757,0.8757
148,148,male,0.87536,0.87536
150,150,male,0.87489,0.87489
151,151,male,0.87431,0.87431
152,152,male,0.87403,0.87403
153,153,male,0.87393,0.87393
154,154,male,0.87388,0.87388
155,155,male,0.8736,0.8736
156,156,male,0.87336,0.87336
157,157,male,0.87302,0.87302
158,158,male,0.87278,0.87278
159,159,male,0.87274,0.87274
160,160,male,0.87269,0.87269
161,161,male,0.8725,0.8725
162,162,male,0.87235,0.87235
163,163,male,0.87235,0.87235
164,164,male,0.87197,0.87197
165,165,male,0.87187,0.87187
166,166,male,0.87173,0.87173
167,167,male,0.87164,0.87164
168,168,male,0.87149,0.87149
169,169,male,0.8714,0.8714
170,170,male,0.8714,0.8714
171,171,male,0.87101,0.87101
172,172,male,0.87082,0.87082
173,173,male,0.87015,0.87015
174,174,male,0.87001,0.87001
175,175,male,0.86948,0.86948
176,177,male,0.86934,0.86934
177,176,male,0.86934,0.86934
178,178,male,0.86905,0.86905
179,179,male,0.86896,0.86896
180,180,male,0.86886,0.86886
181,181,male,0.86881,0.86881
182,182,male,0.86843,0.86843
183,183,male,0.86838,0.86838
184,184,male,0.86819,0.86819
185,185,male,0.86819,0.86819
186,186,male,0.8681,0.8681
187,187,male,0.86805,0.86805
188,188,male,0.86786,0.86786
189,189,male,0.86714,0.86714
190,190,male,0.86705,0.86705
191,191,female,0.867,0.867
192,192,male,0.86681,0.86681
193,193,male,0.86666,0.86666
194,194,male,0.86652,0.86652
195,195,male,0.86638,0.86638
196,196,male,0.86609,0.86609
197,197,male,0.86609,0.86609
198,198,male,0.86576,0.86576
199,199,male,0.86566,0.86566
200,200,male,0.86542,0.86542
201,201,male,0.86528,0.86528
202,202,male,0.86528,0.86528
203,203,male,0.86518,0.86518
204,204,male,0.86513,0.86513
205,205,male,0.86504,0.86504
206,209,male,0.86499,0.86499
207,208,female,0.86499,0.86499
209,206,male,0.86499,0.86499
210,210,male,0.86494,0.86494
211,211,male,0.86489,0.86489
212,212,male,0.86432,0.86432
213,213,male,0.86399,0.86399
214,214,male,0.86375,0.86375
215,215,male,0.86375,0.86375
216,216,male,0.86365,0.86365
217,217,male,0.86351,0.86351
218,218,male,0.86346,0.86346
219,219,male,0.86332,0.86332
220,220,male,0.86327,0.86327
221,221,male,0.86322,0.86322
222,222,male,0.86317,0.86317
223,223,male,0.86308,0.86308
224,224,male,0.86298,0.86298
225,225,male,0.86298,0.86298
229,228,male,0.86222,0.86222
230,230,male,0.86217,0.86217
231,231,male,0.86193,0.86193
232,232,male,0.86188,0.86188
233,233,male,0.86179,0.86179
235,235,male,0.86174,0.86174
236,236,male,0.86169,0.86169
237,237,male,0.86164,0.86164
238,239,male,0.8616,0.8616
239,238,male,0.8616,0.8616
240,240,male,0.86155,0.86155
241,241,male,0.86131,0.86131
242,242,male,0.86121,0.86121
243,243,male,0.86069,0.86069
244,244,male,0.86059,0.86059
245,245,male,0.86054,0.86054
246,246,male,0.8605,0.8605
247,247,male,0.86045,0.86045
248,248,male,0.8604,0.8604
249,249,male,0.86035,0.86035
250,250,male,0.86026,0.86026
251,251,male,0.86021,0.86021
252,252,male,0.85992,0.85992
253,253,male,0.85973,0.85973
254,254,male,0.85916,0.85916
256,256,male,0.85897,0.85897
257,257,male,0.85868,0.85868
258,258,male,0.85858,0.85858
259,259,male,0.85849,0.85849
260,260,male,0.85839,0.85839
262,262,male,0.8583,0.8583
263,263,male,0.85806,0.85806
264,264,male,0.85796,0.85796
265,265,male,0.85791,0.85791
266,266,male,0.85787,0.85787
267,267,male,0.85777,0.85777
268,268,male,0.85758,0.85758
270,270,male,0.85739,0.85739
271,271,male,0.8571,0.8571
272,272,male,0.85705,0.85705
273,273,male,0.85705,0.85705
274,274,male,0.85662,0.85662
275,275,male,0.85648,0.85648
276,276,male,0.85648,0.85648
277,277,male,0.85643,0.85643
278,278,male,0.85624,0.85624
279,281,male,0.85615,0.85615
282,282,male,0.8561,0.8561
283,283,male,0.85605,0.85605
284,284,male,0.856,0.856
286,286,male,0.85581,0.85581
287,287,male,0.85576,0.85576
288,288,male,0.85519,0.85519
289,289,male,0.85495,0.85495
291,291,male,0.85485,0.85485
292,292,male,0.85485,0.85485
293,293,male,0.85466,0.85466
294,294,male,0.85466,0.85466
295,295,male,0.85447,0.85447
296,296,male,0.85442,0.85442
297,297,male,0.85438,0.85438
298,298,male,0.85414,0.85414
300,300,male,0.85356,0.85356
301,301,male,0.85328,0.85328
302,302,male,0.85323,0.85323
303,303,male,0.85323,0.85323
304,304,male,0.85313,0.85313
305,305,male,0.85304,0.85304
306,306,male,0.85299,0.85299
307,307,male,0.85294,0.85294
308,308,male,0.85275,0.85275
310,310,male,0.85237,0.85237
311,311,male,0.85232,0.85232
312,312,male,0.85213,0.85213
313,313,male,0.85203,0.85203
314,314,male,0.85199,0.85199
316,316,male,0.8516,0.8516
317,317,male,0.85156,0.85156
319,319,male,0.85117,0.85117
320,320,male,0.8506,0.8506
321,321,male,0.85041,0.85041
322,322,male,0.85036,0.85036
323,323,male,0.85017,0.85017
325,325,male,0.85003,0.85003
326,326,male,0.84984,0.84984
327,327,male,0.84969,0.84969
328,328,male,0.84955,0.84955
329,329,male,0.84931,0.84931
330,330,male,0.84912,0.84912
331,331,male,0.84907,0.84907
332,332,male,0.84897,0.84897
333,333,male,0.84888,0.84888
334,334,male,0.84878,0.84878
335,335,male,0.84869,0.84869
336,336,male,0.84869,0.84869
337,337,male,0.84864,0.84864
338,338,male,0.84864,0.84864
339,339,male,0.84821,0.84821
340,340,male,0.84807,0.84807
341,341,male,0.84797,0.84797
342,342,male,0.84797,0.84797
343,343,male,0.84783,0.84783
344,344,male,0.84764,0.84764
345,345,male,0.84749,0.84749
346,346,male,0.8473,0.8473
347,347,male,0.84725,0.84725
348,348,male,0.84706,0.84706
349,349,male,0.84697,0.84697
350,351,male,0.84658,0.84658
351,350,male,0.84658,0.84658
352,352,male,0.84635,0.84635
353,353,male,0.84611,0.84611
354,354,male,0.84606,0.84606
355,355,male,0.84596,0.84596
356,356,male,0.84572,0.84572
357,357,male,0.84568,0.84568
358,358,male,0.84544,0.84544
359,359,male,0.84529,0.84529
360,360,male,0.84525,0.84525
362,362,male,0.84505,0.84505
363,363,male,0.84501,0.84501
364,364,male,0.84467,0.84467
365,365,male,0.84467,0.84467
366,366,male,0.84453,0.84453
367,367,male,0.84453,0.84453
368,368,male,0.84448,0.84448
369,369,male,0.84443,0.84443
370,370,male,0.84438,0.84438
372,372,male,0.84419,0.84419
373,373,male,0.84395,0.84395
377,377,male,0.84367,0.84367
378,378,male,0.84343,0.84343
379,379,male,0.84343,0.84343
380,380,male,0.84333,0.84333
381,381,male,0.84333,0.84333
382,382,male,0.84329,0.84329
383,384,male,0.84324,0.84324
384,383,male,0.84324,0.84324
385,385,male,0.84309,0.84309
386,386,male,0.84305,0.84305
387,387,male,0.843,0.843
388,388,male,0.84295,0.84295
389,389,male,0.8429,0.8429
390,390,male,0.8429,0.8429
391,391,male,0.84281,0.84281
392,392,male,0.84276,0.84276
393,393,male,0.84257,0.84257
394,394,male,0.84242,0.84242
395,395,male,0.84242,0.84242
396,396,male,0.84238,0.84238
397,397,male,0.84209,0.84209
398,398,male,0.84195,0.84195
399,399,male,0.84176,0.84176
400,400,male,0.84161,0.84161
401,401,male,0.84152,0.84152
402,402,male,0.84147,0.84147
403,403,male,0.84128,0.84128
404,404,male,0.84123,0.84123
405,405,male,0.84118,0.84118
407,407,male,0.84104,0.84104
409,409,male,0.84089,0.84089
411,411,male,0.84066,0.84066
412,412,male,0.84061,0.84061
413,413,male,0.84051,0.84051
414,414,male,0.84046,0.84046
415,415,male,0.84037,0.84037
416,416,male,0.84032,0.84032
417,417,male,0.84032,0.84032
418,418,male,0.84027,0.84027
420,420,male,0.84018,0.84018
421,421,male,0.84013,0.84013
422,422,male,0.84008,0.84008
423,423,male,0.83999,0.83999
424,424,male,0.83994,0.83994
425,425,male,0.8398,0.8398
426,426,male,0.83975,0.83975
427,427,male,0.83956,0.83956
428,428,male,0.83956,0.83956
429,429,male,0.83951,0.83951
430,430,male,0.83941,0.83941
431,431,male,0.83937,0.83937
432,432,male,0.83922,0.83922
433,433,male,0.83917,0.83917
434,434,male,0.83913,0.83913
435,435,male,0.83874,0.83874
436,436,male,0.8385,0.8385
437,437,male,0.83836,0.83836
438,438,male,0.83836,0.83836
439,439,male,0.83836,0.83836
440,440,male,0.83817,0.83817
441,441,male,0.83817,0.83817
442,442,male,0.83812,0.83812
443,443,male,0.83803,0.83803
444,444,male,0.83798,0.83798
445,445,male,0.83779,0.83779
446,446,male,0.83774,0.83774
447,447,male,0.83769,0.83769
448,448,male,0.83769,0.83769
449,449,male,0.83745,0.83745
451,451,male,0.83707,0.83707
455,455,male,0.83693,0.83693
456,456,male,0.83693,0.83693
457,457,male,0.83664,0.83664
460,460,male,0.83659,0.83659
461,461,male,0.83654,0.83654
462,462,male,0.83654,0.83654
463,463,male,0.8364,0.8364
464,464,male,0.83616,0.83616
466,466,male,0.83611,0.83611
