doc_id,Gender,UGPA,LSAT,predictions,GT_score,Gender.1
627,female,3.4,36.0,1.1,1.1,female
629,female,3.6,33.0,1.1,1.1,female
625,female,3.4,35.0,1.1,1.1,female
628,female,2.4,32.0,1.1,1.1,female
639,male,2.9,33.0,1.09,1.09,male
646,female,3.1,35.0,1.09,1.09,female
641,female,3.0,28.0,1.09,1.09,female
643,male,3.4,39.0,1.09,1.09,male
642,female,3.6,41.0,1.09,1.09,female
644,female,3.6,32.0,1.09,1.09,female
645,female,2.9,41.0,1.09,1.09,female
640,female,3.2,42.0,1.09,1.09,female
638,male,3.2,34.0,1.09,1.09,male
658,male,3.3,42.0,1.08,1.08,male
652,male,3.9,35.5,1.08,1.08,male
662,male,3.7,43.0,1.08,1.08,male
653,male,3.2,46.0,1.08,1.08,male
661,male,3.7,37.0,1.08,1.08,male
660,male,2.9,34.0,1.08,1.08,male
648,female,3.0,42.0,1.08,1.08,female
656,female,3.0,45.0,1.08,1.08,female
657,female,2.8,33.0,1.08,1.08,female
650,male,3.4,43.0,1.08,1.08,male
655,female,3.1,33.0,1.08,1.08,female
663,female,3.3,43.0,1.08,1.08,female
659,female,3.3,47.0,1.08,1.08,female
649,male,3.4,36.5,1.08,1.08,male
654,female,3.8,42.0,1.08,1.08,female
651,female,3.5,35.0,1.08,1.08,female
647,female,3.0,45.0,1.08,1.08,female
671,male,3.0,42.0,1.07,1.07,male
667,male,3.7,44.0,1.07,1.07,male
673,male,3.5,44.0,1.07,1.07,male
669,male,3.5,43.0,1.07,1.07,male
679,male,3.2,48.0,1.07,1.07,male
672,male,3.3,45.0,1.07,1.07,male
668,male,2.9,40.0,1.07,1.07,male
664,male,3.7,37.0,1.07,1.07,male
674,male,3.0,37.0,1.07,1.07,male
675,female,3.4,44.0,1.07,1.07,female
676,female,3.9,35.0,1.07,1.07,female
670,female,3.5,34.0,1.07,1.07,female
678,female,3.3,43.0,1.07,1.07,female
665,female,3.4,36.0,1.07,1.07,female
666,female,3.8,42.0,1.07,1.07,female
680,female,3.0,35.5,1.07,1.07,female
677,female,2.7,42.0,1.07,1.07,female
682,male,2.9,31.5,1.06,1.06,male
686,male,2.5,35.0,1.06,1.06,male
687,male,3.1,40.0,1.06,1.06,male
690,male,3.3,37.0,1.06,1.06,male
681,male,3.2,44.0,1.06,1.06,male
691,male,3.1,39.0,1.06,1.06,male
689,male,3.3,39.0,1.06,1.06,male
693,female,3.3,43.0,1.06,1.06,female
684,male,3.9,42.0,1.06,1.06,male
694,female,3.8,33.0,1.06,1.06,female
683,female,3.9,33.0,1.06,1.06,female
688,female,3.5,34.0,1.06,1.06,female
695,female,3.6,35.0,1.06,1.06,female
692,female,3.2,42.0,1.06,1.06,female
685,male,2.0,42.0,1.06,1.06,male
699,male,3.7,37.0,1.05,1.05,male
703,male,3.5,48.0,1.05,1.05,male
706,male,2.9,30.3,1.05,1.05,male
698,male,3.4,45.0,1.05,1.05,male
704,male,1.9,33.0,1.05,1.05,male
697,male,1.9,40.0,1.05,1.05,male
696,male,3.6,34.0,1.05,1.05,male
701,male,2.8,40.0,1.05,1.05,male
700,male,4.0,40.0,1.05,1.05,male
702,female,3.3,38.0,1.05,1.05,female
705,female,3.5,43.0,1.05,1.05,female
707,female,3.4,37.0,1.05,1.05,female
708,female,3.7,39.0,1.05,1.05,female
709,female,3.0,35.0,1.05,1.05,female
719,male,2.6,45.0,1.04,1.04,male
718,male,2.5,30.0,1.04,1.04,male
717,male,2.3,37.0,1.04,1.04,male
710,male,2.0,44.0,1.04,1.04,male
714,female,3.7,40.0,1.04,1.04,female
711,female,3.7,36.0,1.04,1.04,female
712,female,3.9,34.0,1.04,1.04,female
713,female,3.4,35.0,1.04,1.04,female
715,female,3.4,33.0,1.04,1.04,female
720,female,2.8,41.0,1.04,1.04,female
721,female,3.2,37.0,1.04,1.04,female
716,female,3.3,37.0,1.04,1.04,female
723,male,3.1,40.0,1.03,1.03,male
722,male,3.1,40.0,1.03,1.03,male
726,male,4.1,44.0,1.03,1.03,male
727,male,2.8,45.0,1.03,1.03,male
732,male,3.5,41.0,1.03,1.03,male
728,male,3.5,36.0,1.03,1.03,male
729,male,3.1,39.0,1.03,1.03,male
730,male,3.8,33.0,1.03,1.03,male
731,male,2.9,40.0,1.03,1.03,male
724,male,3.2,38.0,1.03,1.03,male
725,female,3.1,34.0,1.03,1.03,female
737,male,3.7,42.5,1.02,1.02,male
740,female,3.3,37.0,1.02,1.02,female
741,male,3.0,42.0,1.02,1.02,male
734,male,3.4,38.0,1.02,1.02,male
742,male,2.8,36.0,1.02,1.02,male
736,female,2.8,37.0,1.02,1.02,female
738,male,3.3,38.0,1.02,1.02,male
733,female,3.2,35.0,1.02,1.02,female
735,female,3.3,36.0,1.02,1.02,female
743,male,2.9,37.0,1.02,1.02,male
739,female,3.9,45.0,1.02,1.02,female
751,male,3.1,45.0,1.01,1.01,male
757,male,3.1,39.0,1.01,1.01,male
745,female,3.8,35.0,1.01,1.01,female
755,male,2.9,35.0,1.01,1.01,male
756,male,3.6,35.0,1.01,1.01,male
750,male,3.0,42.0,1.01,1.01,male
749,male,4.0,45.0,1.01,1.01,male
744,female,3.4,37.0,1.01,1.01,female
748,male,2.7,36.0,1.01,1.01,male
747,male,3.3,39.0,1.01,1.01,male
752,male,3.9,35.0,1.01,1.01,male
754,male,2.6,36.0,1.01,1.01,male
753,female,3.4,39.0,1.01,1.01,female
746,female,3.0,42.0,1.01,1.01,female
761,male,3.6,41.0,1.0,1.0,male
764,male,3.9,36.0,1.0,1.0,male
765,male,3.0,42.0,1.0,1.0,male
758,female,3.3,37.0,1.0,1.0,female
766,female,3.2,36.0,1.0,1.0,female
759,female,3.7,43.0,1.0,1.0,female
760,female,3.3,45.0,1.0,1.0,female
763,female,3.4,39.0,1.0,1.0,female
762,female,3.5,42.0,1.0,1.0,female
768,female,3.4,42.0,0.99,0.99,female
779,male,3.6,40.0,0.99,0.99,male
774,male,3.1,25.5,0.99,0.99,male
767,female,3.4,45.0,0.99,0.99,female
776,male,3.1,36.0,0.99,0.99,male
775,male,3.1,39.0,0.99,0.99,male
773,male,3.0,37.0,0.99,0.99,male
772,male,2.3,33.0,0.99,0.99,male
769,male,2.1,30.0,0.99,0.99,male
778,female,3.8,37.0,0.99,0.99,female
777,female,3.1,35.0,0.99,0.99,female
771,female,3.5,29.0,0.99,0.99,female
770,female,3.7,37.0,0.99,0.99,female
782,male,3.2,33.0,0.98,0.98,male
790,male,3.0,44.0,0.98,0.98,male
789,male,3.4,29.0,0.98,0.98,male
780,male,3.6,30.0,0.98,0.98,male
781,male,3.9,40.0,0.98,0.98,male
784,male,3.0,31.0,0.98,0.98,male
783,female,3.9,34.0,0.98,0.98,female
786,female,2.7,37.0,0.98,0.98,female
787,male,3.4,32.0,0.98,0.98,male
788,female,2.8,47.0,0.98,0.98,female
785,female,3.2,30.0,0.98,0.98,female
792,male,3.4,45.0,0.97,0.97,male
799,male,3.4,33.0,0.97,0.97,male
793,male,2.7,37.0,0.97,0.97,male
804,male,3.1,30.0,0.97,0.97,male
803,male,3.1,34.0,0.97,0.97,male
796,male,3.3,29.0,0.97,0.97,male
791,male,3.5,35.0,0.97,0.97,male
795,male,3.3,41.0,0.97,0.97,male
802,female,3.4,44.0,0.97,0.97,female
794,male,3.4,46.0,0.97,0.97,male
797,female,3.0,40.0,0.97,0.97,female
798,female,3.4,43.0,0.97,0.97,female
801,female,3.4,31.0,0.97,0.97,female
805,female,3.9,44.0,0.97,0.97,female
800,male,3.2,38.0,0.97,0.97,male
820,male,2.8,35.0,0.96,0.96,male
819,male,3.1,40.0,0.96,0.96,male
822,male,2.9,42.0,0.96,0.96,male
818,male,3.0,42.0,0.96,0.96,male
815,male,2.8,44.0,0.96,0.96,male
812,male,3.5,33.0,0.96,0.96,male
806,male,3.9,40.0,0.96,0.96,male
807,male,2.9,40.0,0.96,0.96,male
810,male,3.0,36.0,0.96,0.96,male
814,male,3.4,45.0,0.96,0.96,male
808,female,3.4,31.0,0.96,0.96,female
816,female,3.0,30.7,0.96,0.96,female
821,female,3.5,37.0,0.96,0.96,female
813,female,3.6,39.0,0.96,0.96,female
809,female,3.5,32.0,0.96,0.96,female
811,female,3.9,41.0,0.96,0.96,female
817,female,3.6,39.0,0.96,0.96,female
831,female,3.1,36.0,0.95,0.95,female
829,female,3.8,39.0,0.95,0.95,female
827,female,3.3,43.0,0.95,0.95,female
826,female,3.5,18.0,0.95,0.95,female
832,male,3.3,30.0,0.95,0.95,male
825,female,3.5,39.0,0.95,0.95,female
824,female,3.7,38.0,0.95,0.95,female
830,male,3.5,39.0,0.95,0.95,male
828,male,2.6,39.0,0.95,0.95,male
823,male,3.4,39.0,0.95,0.95,male
843,male,3.3,40.0,0.94,0.94,male
835,male,3.4,32.0,0.94,0.94,male
836,male,3.4,37.0,0.94,0.94,male
839,male,3.0,33.0,0.94,0.94,male
833,male,3.7,42.0,0.94,0.94,male
845,male,3.5,46.0,0.94,0.94,male
842,female,2.8,43.0,0.94,0.94,female
837,male,3.9,32.0,0.94,0.94,male
834,male,3.5,29.0,0.94,0.94,male
841,female,3.6,33.0,0.94,0.94,female
840,female,3.3,34.0,0.94,0.94,female
838,female,3.5,47.0,0.94,0.94,female
844,female,3.0,31.0,0.94,0.94,female
854,male,3.0,39.0,0.93,0.93,male
853,female,3.6,48.0,0.93,0.93,female
850,male,3.1,42.0,0.93,0.93,male
846,male,3.9,35.0,0.93,0.93,male
847,male,2.4,41.0,0.93,0.93,male
852,male,2.5,32.0,0.93,0.93,male
851,male,3.2,34.0,0.93,0.93,male
848,male,3.5,43.0,0.93,0.93,male
849,male,4.0,45.0,0.93,0.93,male
856,male,3.1,32.0,0.92,0.92,male
859,male,3.4,32.0,0.92,0.92,male
862,male,3.8,37.0,0.92,0.92,male
858,male,3.6,43.0,0.92,0.92,male
864,male,3.3,33.0,0.92,0.92,male
865,female,3.5,41.0,0.92,0.92,female
863,female,3.7,24.0,0.92,0.92,female
861,female,2.8,40.0,0.92,0.92,female
866,female,3.6,28.0,0.92,0.92,female
860,female,2.9,39.0,0.92,0.92,female
857,female,2.8,42.0,0.92,0.92,female
855,female,3.0,38.0,0.92,0.92,female
874,male,3.5,47.0,0.91,0.91,male
867,male,3.3,35.0,0.91,0.91,male
875,female,2.9,33.0,0.91,0.91,female
872,female,3.6,31.0,0.91,0.91,female
873,male,3.3,39.0,0.91,0.91,male
871,female,3.4,48.0,0.91,0.91,female
870,female,3.8,39.0,0.91,0.91,female
869,female,3.2,34.0,0.91,0.91,female
868,female,3.4,31.0,0.91,0.91,female
876,male,3.6,45.0,0.9,0.9,male
884,male,3.1,31.0,0.9,0.9,male
883,female,3.3,35.0,0.9,0.9,female
885,male,3.3,35.0,0.9,0.9,male
888,male,3.2,41.0,0.9,0.9,male
881,male,3.7,42.0,0.9,0.9,male
879,male,3.6,33.0,0.9,0.9,male
880,male,3.8,38.0,0.9,0.9,male
882,male,2.6,34.0,0.9,0.9,male
886,female,3.5,36.0,0.9,0.9,female
877,female,3.2,37.0,0.9,0.9,female
887,female,3.6,34.0,0.9,0.9,female
878,female,2.6,39.0,0.9,0.9,female
889,female,3.1,35.0,0.9,0.9,female
909,male,3.6,35.5,0.89,0.89,male
910,male,3.7,45.0,0.89,0.89,male
895,male,2.9,36.0,0.89,0.89,male
911,male,3.5,33.0,0.89,0.89,male
896,male,3.4,33.0,0.89,0.89,male
913,male,2.5,34.0,0.89,0.89,male
901,male,3.8,39.0,0.89,0.89,male
914,male,3.3,36.0,0.89,0.89,male
892,male,2.2,23.0,0.89,0.89,male
902,male,3.8,43.0,0.89,0.89,male
908,male,3.4,41.0,0.89,0.89,male
894,male,3.1,35.0,0.89,0.89,male
891,male,2.7,41.0,0.89,0.89,male
903,male,2.4,44.0,0.89,0.89,male
899,female,2.9,40.0,0.89,0.89,female
906,male,3.2,40.0,0.89,0.89,male
907,female,3.9,34.0,0.89,0.89,female
898,male,3.1,31.0,0.89,0.89,male
905,female,3.3,26.5,0.89,0.89,female
904,female,3.3,33.0,0.89,0.89,female
900,male,3.1,35.0,0.89,0.89,male
890,female,2.9,39.0,0.89,0.89,female
912,female,2.2,20.0,0.89,0.89,female
893,female,3.1,39.0,0.89,0.89,female
897,female,2.6,30.0,0.89,0.89,female
923,male,3.6,38.0,0.88,0.88,male
918,male,3.0,37.0,0.88,0.88,male
915,male,3.4,38.0,0.88,0.88,male
919,male,2.6,36.0,0.88,0.88,male
924,male,3.0,35.0,0.88,0.88,male
922,male,3.3,35.0,0.88,0.88,male
917,male,3.5,40.0,0.88,0.88,male
920,male,3.1,41.0,0.88,0.88,male
921,female,3.0,32.0,0.88,0.88,female
925,female,3.6,34.0,0.88,0.88,female
916,female,4.0,32.5,0.88,0.88,female
931,male,3.3,33.0,0.87,0.87,male
940,male,2.7,32.5,0.87,0.87,male
939,female,3.7,42.0,0.87,0.87,female
937,female,3.6,45.0,0.87,0.87,female
935,female,3.1,33.5,0.87,0.87,female
936,male,3.2,40.0,0.87,0.87,male
933,female,3.7,42.0,0.87,0.87,female
927,female,3.3,43.0,0.87,0.87,female
930,male,3.4,39.5,0.87,0.87,male
938,male,3.4,36.5,0.87,0.87,male
926,male,3.0,34.0,0.87,0.87,male
934,male,3.3,24.5,0.87,0.87,male
928,male,3.9,47.0,0.87,0.87,male
932,male,3.2,35.5,0.87,0.87,male
929,male,2.9,42.0,0.87,0.87,male
942,male,3.6,40.0,0.86,0.86,male
945,male,3.0,33.0,0.86,0.86,male
951,male,3.7,45.0,0.86,0.86,male
941,male,2.9,30.0,0.86,0.86,male
950,male,3.3,38.0,0.86,0.86,male
949,female,3.7,44.0,0.86,0.86,female
947,female,3.5,39.0,0.86,0.86,female
952,female,3.9,36.0,0.86,0.86,female
946,female,4.0,44.0,0.86,0.86,female
944,female,3.7,42.0,0.86,0.86,female
943,female,4.0,40.0,0.86,0.86,female
948,female,3.4,32.5,0.86,0.86,female
965,male,3.1,37.0,0.85,0.85,male
953,male,3.7,41.0,0.85,0.85,male
968,male,3.2,36.0,0.85,0.85,male
962,female,3.1,35.0,0.85,0.85,female
967,male,2.8,35.0,0.85,0.85,male
970,female,3.4,32.0,0.85,0.85,female
966,male,3.3,31.0,0.85,0.85,male
963,female,3.2,43.0,0.85,0.85,female
956,male,3.1,37.0,0.85,0.85,male
964,male,3.3,31.0,0.85,0.85,male
957,female,3.3,28.0,0.85,0.85,female
954,female,3.4,41.0,0.85,0.85,female
969,male,2.9,35.0,0.85,0.85,male
960,female,3.6,41.0,0.85,0.85,female
961,male,3.2,43.0,0.85,0.85,male
959,male,3.5,29.0,0.85,0.85,male
955,male,3.4,37.0,0.85,0.85,male
958,female,4.2,41.0,0.85,0.85,female
976,male,2.6,44.0,0.84,0.84,male
978,male,3.0,39.0,0.84,0.84,male
974,male,2.8,41.0,0.84,0.84,male
972,male,3.1,45.0,0.84,0.84,male
971,female,4.0,36.0,0.84,0.84,female
979,female,2.6,23.0,0.84,0.84,female
973,female,3.9,37.0,0.84,0.84,female
975,female,3.6,43.0,0.84,0.84,female
977,female,3.8,42.0,0.84,0.84,female
983,male,3.2,33.0,0.83,0.83,male
986,male,3.2,36.0,0.83,0.83,male
989,male,3.9,35.0,0.83,0.83,male
990,male,3.1,28.0,0.83,0.83,male
980,male,2.5,39.0,0.83,0.83,male
991,male,2.2,43.0,0.83,0.83,male
985,male,3.2,44.0,0.83,0.83,male
982,male,3.5,36.0,0.83,0.83,male
984,male,3.2,46.0,0.83,0.83,male
987,female,3.6,31.5,0.83,0.83,female
981,female,3.7,47.0,0.83,0.83,female
988,male,2.8,47.0,0.83,0.83,male
992,female,3.6,40.0,0.83,0.83,female
1002,female,3.6,47.0,0.82,0.82,female
1003,female,3.3,32.0,0.82,0.82,female
993,female,3.1,41.0,0.82,0.82,female
995,female,3.4,30.0,0.82,0.82,female
998,female,2.8,38.0,0.82,0.82,female
996,male,3.2,42.0,0.82,0.82,male
1000,female,3.4,36.0,0.82,0.82,female
1005,male,3.9,42.0,0.82,0.82,male
994,male,3.1,43.0,0.82,0.82,male
1004,male,3.0,39.0,0.82,0.82,male
1001,male,3.4,36.0,0.82,0.82,male
997,male,2.3,40.0,0.82,0.82,male
999,female,3.7,36.0,0.82,0.82,female
1022,male,3.3,42.0,0.81,0.81,male
1020,male,3.7,47.0,0.81,0.81,male
1019,male,3.4,35.0,0.81,0.81,male
1018,male,3.9,28.0,0.81,0.81,male
1015,male,2.7,46.0,0.81,0.81,male
1014,male,3.8,34.0,0.81,0.81,male
1016,female,3.4,38.0,0.81,0.81,female
1009,male,3.4,37.0,0.81,0.81,male
1013,female,2.9,43.0,0.81,0.81,female
1010,female,3.6,43.0,0.81,0.81,female
1017,female,2.4,38.0,0.81,0.81,female
1008,female,2.7,34.5,0.81,0.81,female
1011,female,3.6,37.0,0.81,0.81,female
1006,female,3.6,40.0,0.81,0.81,female
1012,female,3.6,35.5,0.81,0.81,female
1021,female,3.5,28.0,0.81,0.81,female
1007,male,3.2,48.0,0.81,0.81,male
1039,female,3.4,34.0,0.8,0.8,female
1035,male,3.3,35.0,0.8,0.8,male
1037,male,3.5,23.0,0.8,0.8,male
1036,female,3.7,33.0,0.8,0.8,female
1032,male,2.4,35.0,0.8,0.8,male
1038,female,3.6,35.5,0.8,0.8,female
1033,male,3.1,34.5,0.8,0.8,male
1028,male,3.0,40.0,0.8,0.8,male
1031,male,3.6,37.5,0.8,0.8,male
1030,female,3.7,47.0,0.8,0.8,female
1029,female,3.7,39.0,0.8,0.8,female
1027,male,2.9,36.0,0.8,0.8,male
1026,female,3.7,31.0,0.8,0.8,female
1025,male,2.9,31.0,0.8,0.8,male
1024,female,2.9,39.0,0.8,0.8,female
1023,female,3.5,40.0,0.8,0.8,female
1034,male,3.0,22.0,0.8,0.8,male
1040,male,3.7,40.0,0.8,0.8,male
1042,male,3.6,37.0,0.79,0.79,male
1046,male,3.1,38.0,0.79,0.79,male
1049,male,3.3,46.0,0.79,0.79,male
1048,male,3.1,45.0,0.79,0.79,male
1044,male,3.5,34.0,0.79,0.79,male
1041,male,3.1,45.0,0.79,0.79,male
1047,female,3.3,40.0,0.79,0.79,female
1051,female,3.2,38.0,0.79,0.79,female
1050,female,3.4,46.0,0.79,0.79,female
1045,female,3.5,33.0,0.79,0.79,female
1043,female,4.0,37.0,0.79,0.79,female
1062,female,3.4,45.0,0.78,0.78,female
1053,male,3.8,41.0,0.78,0.78,male
1064,male,2.6,32.0,0.78,0.78,male
1068,male,3.5,32.5,0.78,0.78,male
1063,male,3.0,42.0,0.78,0.78,male
1061,male,2.9,34.0,0.78,0.78,male
1065,male,3.7,36.0,0.78,0.78,male
1059,male,3.6,42.0,0.78,0.78,male
1057,male,3.5,31.0,0.78,0.78,male
1060,female,3.4,25.0,0.78,0.78,female
1055,male,3.6,32.0,0.78,0.78,male
1066,female,3.7,42.0,0.78,0.78,female
1067,male,3.9,42.0,0.78,0.78,male
1052,male,3.6,48.0,0.78,0.78,male
1056,female,3.6,46.0,0.78,0.78,female
1054,female,3.2,31.0,0.78,0.78,female
1058,female,3.1,32.5,0.78,0.78,female
1086,male,3.3,42.0,0.77,0.77,male
1084,male,3.2,41.0,0.77,0.77,male
1083,male,2.9,30.5,0.77,0.77,male
1076,male,3.6,42.0,0.77,0.77,male
1079,male,3.4,44.0,0.77,0.77,male
1073,male,3.5,40.0,0.77,0.77,male
1088,male,2.9,34.0,0.77,0.77,male
1069,male,3.5,48.0,0.77,0.77,male
1080,male,3.8,42.0,0.77,0.77,male
1070,male,3.0,40.0,0.77,0.77,male
1072,male,3.4,34.0,0.77,0.77,male
1078,male,3.4,44.0,0.77,0.77,male
1085,female,3.0,40.0,0.77,0.77,female
1071,female,3.8,27.5,0.77,0.77,female
1081,female,3.5,31.0,0.77,0.77,female
1074,female,3.0,25.0,0.77,0.77,female
1077,female,3.4,43.0,0.77,0.77,female
1075,female,3.4,35.0,0.77,0.77,female
1087,female,2.7,42.0,0.77,0.77,female
1082,female,3.9,42.0,0.77,0.77,female
1097,female,3.2,41.0,0.76,0.76,female
1094,female,3.5,35.0,0.76,0.76,female
1095,female,3.1,32.0,0.76,0.76,female
1092,female,3.6,31.0,0.76,0.76,female
1091,female,3.9,34.5,0.76,0.76,female
1089,male,3.6,45.0,0.76,0.76,male
1096,male,3.0,35.0,0.76,0.76,male
1102,male,3.2,48.0,0.76,0.76,male
1101,male,3.0,36.0,0.76,0.76,male
1100,male,3.3,35.0,0.76,0.76,male
1099,male,3.0,39.0,0.76,0.76,male
1098,male,2.9,40.0,0.76,0.76,male
1093,male,2.7,37.0,0.76,0.76,male
1090,female,3.5,39.0,0.76,0.76,female
1110,male,3.9,30.0,0.75,0.75,male
1113,male,3.6,44.0,0.75,0.75,male
1114,male,3.5,35.0,0.75,0.75,male
1115,male,3.5,43.0,0.75,0.75,male
1112,male,3.4,44.0,0.75,0.75,male
1118,male,2.3,28.0,0.75,0.75,male
1111,male,3.7,48.0,0.75,0.75,male
1117,male,3.6,39.0,0.75,0.75,male
1107,male,3.2,32.0,0.75,0.75,male
1108,male,3.8,37.0,0.75,0.75,male
1103,male,3.9,41.0,0.75,0.75,male
1104,male,3.3,34.0,0.75,0.75,male
1109,male,2.3,30.0,0.75,0.75,male
1116,female,1.9,43.0,0.75,0.75,female
1106,female,3.8,40.0,0.75,0.75,female
1105,female,3.3,36.0,0.75,0.75,female
1121,male,3.2,28.0,0.74,0.74,male
1119,female,3.7,41.0,0.74,0.74,female
1124,female,2.9,38.0,0.74,0.74,female
1125,female,3.3,33.5,0.74,0.74,female
1122,male,3.5,43.5,0.74,0.74,male
1120,male,3.0,35.0,0.74,0.74,male
1123,male,3.2,36.0,0.74,0.74,male
1130,male,3.5,29.0,0.73,0.73,male
1131,male,3.4,46.0,0.73,0.73,male
1134,male,3.6,41.0,0.73,0.73,male
1129,male,2.9,32.0,0.73,0.73,male
1128,female,2.8,42.0,0.73,0.73,female
1126,female,3.4,30.0,0.73,0.73,female
1127,female,3.4,41.0,0.73,0.73,female
1135,female,3.0,38.0,0.73,0.73,female
1133,female,3.5,40.0,0.73,0.73,female
1132,female,2.7,34.0,0.73,0.73,female
1140,female,3.4,35.0,0.72,0.72,female
1137,male,2.6,38.0,0.72,0.72,male
1141,female,2.9,35.0,0.72,0.72,female
1142,female,2.8,37.0,0.72,0.72,female
1139,male,2.7,34.0,0.72,0.72,male
1138,male,3.1,38.0,0.72,0.72,male
1136,male,3.0,37.0,0.72,0.72,male
1143,female,3.4,42.0,0.72,0.72,female
1155,female,2.7,36.0,0.71,0.71,female
1165,male,3.4,36.0,0.71,0.71,male
1164,male,3.6,30.0,0.71,0.71,male
1163,male,2.4,43.0,0.71,0.71,male
1162,male,3.1,34.0,0.71,0.71,male
1161,male,3.9,45.0,0.71,0.71,male
1151,male,2.1,41.0,0.71,0.71,male
1156,male,3.2,44.0,0.71,0.71,male
1153,male,2.9,35.0,0.71,0.71,male
1152,male,3.2,39.0,0.71,0.71,male
1150,female,3.5,43.0,0.71,0.71,female
1145,female,3.0,42.0,0.71,0.71,female
1160,female,4.0,30.0,0.71,0.71,female
1149,female,2.9,37.0,0.71,0.71,female
1159,female,3.6,43.0,0.71,0.71,female
1154,female,3.5,45.0,0.71,0.71,female
1148,female,2.6,34.0,0.71,0.71,female
1158,female,3.7,37.5,0.71,0.71,female
1146,female,3.6,44.0,0.71,0.71,female
1144,female,3.8,37.0,0.71,0.71,female
1147,female,3.0,47.0,0.71,0.71,female
1157,female,3.7,36.0,0.71,0.71,female
1172,male,3.8,43.0,0.7,0.7,male
1177,male,3.5,29.0,0.7,0.7,male
1179,male,3.8,36.0,0.7,0.7,male
1178,male,3.0,33.0,0.7,0.7,male
1180,male,2.8,40.0,0.7,0.7,male
1167,female,3.0,36.0,0.7,0.7,female
1174,male,3.5,41.0,0.7,0.7,male
1170,female,3.8,41.0,0.7,0.7,female
1175,male,2.6,30.0,0.7,0.7,male
1176,female,3.1,43.0,0.7,0.7,female
1173,male,2.8,38.0,0.7,0.7,male
1171,male,3.5,35.0,0.7,0.7,male
1169,male,3.5,47.0,0.7,0.7,male
1168,male,3.4,36.0,0.7,0.7,male
1166,male,3.2,37.0,0.7,0.7,male
1184,male,3.1,47.0,0.69,0.69,male
1187,male,3.3,37.0,0.69,0.69,male
1188,male,3.6,38.0,0.69,0.69,male
1189,male,3.3,40.0,0.69,0.69,male
1192,male,3.4,33.5,0.69,0.69,male
1190,male,3.6,46.0,0.69,0.69,male
1196,male,3.5,37.0,0.69,0.69,male
1193,male,3.3,33.0,0.69,0.69,male
1195,male,3.2,47.0,0.69,0.69,male
1194,male,3.8,31.0,0.69,0.69,male
1191,male,2.6,39.0,0.69,0.69,male
1197,female,3.7,38.0,0.69,0.69,female
1186,female,3.5,36.0,0.69,0.69,female
1198,female,2.9,29.0,0.69,0.69,female
1185,female,3.6,43.0,0.69,0.69,female
1183,female,3.3,39.0,0.69,0.69,female
1182,female,3.2,38.0,0.69,0.69,female
1181,female,3.8,37.0,0.69,0.69,female
1201,male,3.0,30.0,0.68,0.68,male
1205,male,2.9,29.0,0.68,0.68,male
1204,male,3.1,35.0,0.68,0.68,male
1203,male,3.6,40.0,0.68,0.68,male
1208,female,3.3,30.5,0.68,0.68,female
1207,female,3.6,37.0,0.68,0.68,female
1202,female,3.6,38.0,0.68,0.68,female
1200,female,3.2,33.0,0.68,0.68,female
1199,female,3.2,37.0,0.68,0.68,female
1206,male,2.8,38.0,0.68,0.68,male
1220,female,3.7,32.0,0.67,0.67,female
1216,female,3.5,42.0,0.67,0.67,female
1209,female,3.6,48.0,0.67,0.67,female
1210,female,3.3,46.0,0.67,0.67,female
1223,male,3.1,39.0,0.67,0.67,male
1222,male,3.9,43.0,0.67,0.67,male
1212,female,3.8,38.0,0.67,0.67,female
1221,male,3.7,40.0,0.67,0.67,male
1219,male,3.5,35.0,0.67,0.67,male
1214,female,3.5,37.0,0.67,0.67,female
1218,male,3.1,38.0,0.67,0.67,male
1213,male,3.5,35.0,0.67,0.67,male
1215,female,3.6,35.0,0.67,0.67,female
1217,female,3.6,34.0,0.67,0.67,female
1224,female,3.5,44.0,0.67,0.67,female
1211,male,3.5,43.0,0.67,0.67,male
1235,male,3.5,33.0,0.66,0.66,male
1232,male,3.1,38.0,0.66,0.66,male
1236,male,2.6,45.0,0.66,0.66,male
1234,male,3.2,36.0,0.66,0.66,male
1227,female,3.4,34.0,0.66,0.66,female
1231,male,3.3,37.0,0.66,0.66,male
1230,male,3.2,34.0,0.66,0.66,male
1228,male,3.6,46.0,0.66,0.66,male
1226,male,4.0,47.0,0.66,0.66,male
1225,female,3.5,28.0,0.66,0.66,female
1233,female,3.4,44.0,0.66,0.66,female
1229,female,3.5,35.0,0.66,0.66,female
1244,female,3.2,37.0,0.65,0.65,female
1248,male,3.2,39.0,0.65,0.65,male
1239,female,3.7,44.0,0.65,0.65,female
1240,female,3.9,33.0,0.65,0.65,female
1246,female,3.9,42.0,0.65,0.65,female
1250,female,3.9,36.5,0.65,0.65,female
1245,male,3.4,38.0,0.65,0.65,male
1251,male,3.3,39.0,0.65,0.65,male
1249,male,2.6,37.0,0.65,0.65,male
1247,male,3.1,37.0,0.65,0.65,male
1237,male,3.8,36.0,0.65,0.65,male
1243,male,2.2,39.5,0.65,0.65,male
1242,male,3.5,35.5,0.65,0.65,male
1241,male,3.4,32.0,0.65,0.65,male
1238,male,3.8,40.0,0.65,0.65,male
1260,female,3.4,37.0,0.64,0.64,female
1261,male,3.7,36.0,0.64,0.64,male
1257,male,3.0,45.0,0.64,0.64,male
1258,female,3.2,37.0,0.64,0.64,female
1262,female,3.5,39.0,0.64,0.64,female
