doc_id,Gender,UGPA,LSAT,predictions,GT_score,Gender
659,female,3.3,47.0,1.08,1.08,female
612,male,2.8,35.0,1.12,1.12,male
608,male,3.1,34.0,1.12,1.12,male
656,female,3.0,45.0,1.08,1.08,female
607,male,3.2,36.5,1.12,1.12,male
657,female,2.8,33.0,1.08,1.08,female
606,male,3.2,39.0,1.12,1.12,male
654,female,3.8,42.0,1.08,1.08,female
620,male,3.3,30.0,1.11,1.11,male
651,female,3.5,35.0,1.08,1.08,female
618,male,3.4,44.0,1.11,1.11,male
617,male,2.9,43.0,1.11,1.11,male
648,female,3.0,42.0,1.08,1.08,female
636,male,3.1,36.0,1.1,1.1,male
647,female,3.0,45.0,1.08,1.08,female
635,male,3.6,39.0,1.1,1.1,male
678,female,3.3,43.0,1.07,1.07,female
633,male,3.0,44.0,1.1,1.1,male
677,female,2.7,42.0,1.07,1.07,female
631,male,2.4,33.0,1.1,1.1,male
630,male,2.8,31.0,1.1,1.1,male
676,female,3.9,35.0,1.07,1.07,female
643,male,3.4,39.0,1.09,1.09,male
675,female,3.4,44.0,1.07,1.07,female
639,male,2.9,33.0,1.09,1.09,male
680,female,3.0,35.5,1.07,1.07,female
638,male,3.2,34.0,1.09,1.09,male
666,female,3.8,42.0,1.07,1.07,female
662,male,3.7,43.0,1.08,1.08,male
661,male,3.7,37.0,1.08,1.08,male
665,female,3.4,36.0,1.07,1.07,female
660,male,2.9,34.0,1.08,1.08,male
670,female,3.5,34.0,1.07,1.07,female
658,male,3.3,42.0,1.08,1.08,male
695,female,3.6,35.0,1.06,1.06,female
653,male,3.2,46.0,1.08,1.08,male
652,male,3.9,35.5,1.08,1.08,male
694,female,3.8,33.0,1.06,1.06,female
650,male,3.4,43.0,1.08,1.08,male
693,female,3.3,43.0,1.06,1.06,female
649,male,3.4,36.5,1.08,1.08,male
692,female,3.2,42.0,1.06,1.06,female
672,male,3.3,45.0,1.07,1.07,male
688,female,3.5,34.0,1.06,1.06,female
679,male,3.2,48.0,1.07,1.07,male
674,male,3.0,37.0,1.07,1.07,male
683,female,3.9,33.0,1.06,1.06,female
673,male,3.5,44.0,1.07,1.07,male
709,female,3.0,35.0,1.05,1.05,female
671,male,3.0,42.0,1.07,1.07,male
708,female,3.7,39.0,1.05,1.05,female
669,male,3.5,43.0,1.07,1.07,male
707,female,3.4,37.0,1.05,1.05,female
668,male,2.9,40.0,1.07,1.07,male
667,male,3.7,44.0,1.07,1.07,male
705,female,3.5,43.0,1.05,1.05,female
664,male,3.7,37.0,1.07,1.07,male
702,female,3.3,38.0,1.05,1.05,female
689,male,3.3,39.0,1.06,1.06,male
716,female,3.3,37.0,1.04,1.04,female
691,male,3.1,39.0,1.06,1.06,male
721,female,3.2,37.0,1.04,1.04,female
690,male,3.3,37.0,1.06,1.06,male
687,male,3.1,40.0,1.06,1.06,male
720,female,2.8,41.0,1.04,1.04,female
686,male,2.5,35.0,1.06,1.06,male
715,female,3.4,33.0,1.04,1.04,female
685,male,2.0,42.0,1.06,1.06,male
714,female,3.7,40.0,1.04,1.04,female
684,male,3.9,42.0,1.06,1.06,male
682,male,2.9,31.5,1.06,1.06,male
713,female,3.4,35.0,1.04,1.04,female
681,male,3.2,44.0,1.06,1.06,male
712,female,3.9,34.0,1.04,1.04,female
703,male,3.5,48.0,1.05,1.05,male
711,female,3.7,36.0,1.04,1.04,female
706,male,2.9,30.3,1.05,1.05,male
725,female,3.1,34.0,1.03,1.03,female
704,male,1.9,33.0,1.05,1.05,male
696,male,3.6,34.0,1.05,1.05,male
740,female,3.3,37.0,1.02,1.02,female
700,male,4.0,40.0,1.05,1.05,male
739,female,3.9,45.0,1.02,1.02,female
699,male,3.7,37.0,1.05,1.05,male
735,female,3.3,36.0,1.02,1.02,female
698,male,3.4,45.0,1.05,1.05,male
733,female,3.2,35.0,1.02,1.02,female
697,male,1.9,40.0,1.05,1.05,male
701,male,2.8,40.0,1.05,1.05,male
736,female,2.8,37.0,1.02,1.02,female
719,male,2.6,45.0,1.04,1.04,male
753,female,3.4,39.0,1.01,1.01,female
718,male,2.5,30.0,1.04,1.04,male
746,female,3.0,42.0,1.01,1.01,female
717,male,2.3,37.0,1.04,1.04,male
710,male,2.0,44.0,1.04,1.04,male
744,female,3.4,37.0,1.01,1.01,female
732,male,3.5,41.0,1.03,1.03,male
745,female,3.8,35.0,1.01,1.01,female
731,male,2.9,40.0,1.03,1.03,male
766,female,3.2,36.0,1.0,1.0,female
730,male,3.8,33.0,1.03,1.03,male
763,female,3.4,39.0,1.0,1.0,female
729,male,3.1,39.0,1.03,1.03,male
728,male,3.5,36.0,1.03,1.03,male
762,female,3.5,42.0,1.0,1.0,female
727,male,2.8,45.0,1.03,1.03,male
760,female,3.3,45.0,1.0,1.0,female
726,male,4.1,44.0,1.03,1.03,male
759,female,3.7,43.0,1.0,1.0,female
724,male,3.2,38.0,1.03,1.03,male
758,female,3.3,37.0,1.0,1.0,female
723,male,3.1,40.0,1.03,1.03,male
722,male,3.1,40.0,1.03,1.03,male
778,female,3.8,37.0,0.99,0.99,female
738,male,3.3,38.0,1.02,1.02,male
777,female,3.1,35.0,0.99,0.99,female
742,male,2.8,36.0,1.02,1.02,male
770,female,3.7,37.0,0.99,0.99,female
741,male,3.0,42.0,1.02,1.02,male
768,female,3.4,42.0,0.99,0.99,female
743,male,2.9,37.0,1.02,1.02,male
737,male,3.7,42.5,1.02,1.02,male
767,female,3.4,45.0,0.99,0.99,female
734,male,3.4,38.0,1.02,1.02,male
771,female,3.5,29.0,0.99,0.99,female
751,male,3.1,45.0,1.01,1.01,male
785,female,3.2,30.0,0.98,0.98,female
757,male,3.1,39.0,1.01,1.01,male
755,male,2.9,35.0,1.01,1.01,male
788,female,2.8,47.0,0.98,0.98,female
754,male,2.6,36.0,1.01,1.01,male
786,female,2.7,37.0,0.98,0.98,female
752,male,3.9,35.0,1.01,1.01,male
783,female,3.9,34.0,0.98,0.98,female
756,male,3.6,35.0,1.01,1.01,male
805,female,3.9,44.0,0.97,0.97,female
750,male,3.0,42.0,1.01,1.01,male
749,male,4.0,45.0,1.01,1.01,male
802,female,3.4,44.0,0.97,0.97,female
748,male,2.7,36.0,1.01,1.01,male
801,female,3.4,31.0,0.97,0.97,female
747,male,3.3,39.0,1.01,1.01,male
798,female,3.4,43.0,0.97,0.97,female
765,male,3.0,42.0,1.0,1.0,male
797,female,3.0,40.0,0.97,0.97,female
764,male,3.9,36.0,1.0,1.0,male
761,male,3.6,41.0,1.0,1.0,male
821,female,3.5,37.0,0.96,0.96,female
779,male,3.6,40.0,0.99,0.99,male
817,female,3.6,39.0,0.96,0.96,female
773,male,3.0,37.0,0.99,0.99,male
816,female,3.0,30.7,0.96,0.96,female
775,male,3.1,39.0,0.99,0.99,male
808,female,3.4,31.0,0.96,0.96,female
774,male,3.1,25.5,0.99,0.99,male
776,male,3.1,36.0,0.99,0.99,male
813,female,3.6,39.0,0.96,0.96,female
772,male,2.3,33.0,0.99,0.99,male
809,female,3.5,32.0,0.96,0.96,female
769,male,2.1,30.0,0.99,0.99,male
811,female,3.9,41.0,0.96,0.96,female
790,male,3.0,44.0,0.98,0.98,male
789,male,3.4,29.0,0.98,0.98,male
825,female,3.5,39.0,0.95,0.95,female
787,male,3.4,32.0,0.98,0.98,male
826,female,3.5,18.0,0.95,0.95,female
784,male,3.0,31.0,0.98,0.98,male
827,female,3.3,43.0,0.95,0.95,female
782,male,3.2,33.0,0.98,0.98,male
829,female,3.8,39.0,0.95,0.95,female
781,male,3.9,40.0,0.98,0.98,male
780,male,3.6,30.0,0.98,0.98,male
831,female,3.1,36.0,0.95,0.95,female
799,male,3.4,33.0,0.97,0.97,male
824,female,3.7,38.0,0.95,0.95,female
804,male,3.1,30.0,0.97,0.97,male
840,female,3.3,34.0,0.94,0.94,female
803,male,3.1,34.0,0.97,0.97,male
844,female,3.0,31.0,0.94,0.94,female
800,male,3.2,38.0,0.97,0.97,male
794,male,3.4,46.0,0.97,0.97,male
842,female,2.8,43.0,0.94,0.94,female
796,male,3.3,29.0,0.97,0.97,male
841,female,3.6,33.0,0.94,0.94,female
795,male,3.3,41.0,0.97,0.97,male
838,female,3.5,47.0,0.94,0.94,female
793,male,2.7,37.0,0.97,0.97,male
853,female,3.6,48.0,0.93,0.93,female
792,male,3.4,45.0,0.97,0.97,male
791,male,3.5,35.0,0.97,0.97,male
861,female,2.8,40.0,0.92,0.92,female
822,male,2.9,42.0,0.96,0.96,male
865,female,3.5,41.0,0.92,0.92,female
820,male,2.8,35.0,0.96,0.96,male
863,female,3.7,24.0,0.92,0.92,female
819,male,3.1,40.0,0.96,0.96,male
818,male,3.0,42.0,0.96,0.96,male
866,female,3.6,28.0,0.92,0.92,female
815,male,2.8,44.0,0.96,0.96,male
860,female,2.9,39.0,0.92,0.92,female
812,male,3.5,33.0,0.96,0.96,male
857,female,2.8,42.0,0.92,0.92,female
814,male,3.4,45.0,0.96,0.96,male
855,female,3.0,38.0,0.92,0.92,female
806,male,3.9,40.0,0.96,0.96,male
807,male,2.9,40.0,0.96,0.96,male
875,female,2.9,33.0,0.91,0.91,female
810,male,3.0,36.0,0.96,0.96,male
872,female,3.6,31.0,0.91,0.91,female
823,male,3.4,39.0,0.95,0.95,male
871,female,3.4,48.0,0.91,0.91,female
828,male,2.6,39.0,0.95,0.95,male
870,female,3.8,39.0,0.91,0.91,female
830,male,3.5,39.0,0.95,0.95,male
832,male,3.3,30.0,0.95,0.95,male
869,female,3.2,34.0,0.91,0.91,female
845,male,3.5,46.0,0.94,0.94,male
868,female,3.4,31.0,0.91,0.91,female
843,male,3.3,40.0,0.94,0.94,male
889,female,3.1,35.0,0.9,0.9,female
836,male,3.4,37.0,0.94,0.94,male
839,male,3.0,33.0,0.94,0.94,male
887,female,3.6,34.0,0.9,0.9,female
837,male,3.9,32.0,0.94,0.94,male
886,female,3.5,36.0,0.9,0.9,female
834,male,3.5,29.0,0.94,0.94,male
883,female,3.3,35.0,0.9,0.9,female
833,male,3.7,42.0,0.94,0.94,male
878,female,2.6,39.0,0.9,0.9,female
835,male,3.4,32.0,0.94,0.94,male
850,male,3.1,42.0,0.93,0.93,male
877,female,3.2,37.0,0.9,0.9,female
854,male,3.0,39.0,0.93,0.93,male
912,female,2.2,20.0,0.89,0.89,female
852,male,2.5,32.0,0.93,0.93,male
907,female,3.9,34.0,0.89,0.89,female
851,male,3.2,34.0,0.93,0.93,male
905,female,3.3,26.5,0.89,0.89,female
849,male,4.0,45.0,0.93,0.93,male
847,male,2.4,41.0,0.93,0.93,male
904,female,3.3,33.0,0.89,0.89,female
846,male,3.9,35.0,0.93,0.93,male
890,female,2.9,39.0,0.89,0.89,female
848,male,3.5,43.0,0.93,0.93,male
893,female,3.1,39.0,0.89,0.89,female
864,male,3.3,33.0,0.92,0.92,male
897,female,2.6,30.0,0.89,0.89,female
862,male,3.8,37.0,0.92,0.92,male
859,male,3.4,32.0,0.92,0.92,male
899,female,2.9,40.0,0.89,0.89,female
858,male,3.6,43.0,0.92,0.92,male
921,female,3.0,32.0,0.88,0.88,female
856,male,3.1,32.0,0.92,0.92,male
925,female,3.6,34.0,0.88,0.88,female
874,male,3.5,47.0,0.91,0.91,male
873,male,3.3,39.0,0.91,0.91,male
916,female,4.0,32.5,0.88,0.88,female
867,male,3.3,35.0,0.91,0.91,male
939,female,3.7,42.0,0.87,0.87,female
888,male,3.2,41.0,0.9,0.9,male
937,female,3.6,45.0,0.87,0.87,female
885,male,3.3,35.0,0.9,0.9,male
935,female,3.1,33.5,0.87,0.87,female
884,male,3.1,31.0,0.9,0.9,male
882,male,2.6,34.0,0.9,0.9,male
933,female,3.7,42.0,0.87,0.87,female
876,male,3.6,45.0,0.9,0.9,male
927,female,3.3,43.0,0.87,0.87,female
881,male,3.7,42.0,0.9,0.9,male
952,female,3.9,36.0,0.86,0.86,female
879,male,3.6,33.0,0.9,0.9,male
949,female,3.7,44.0,0.86,0.86,female
880,male,3.8,38.0,0.9,0.9,male
902,male,3.8,43.0,0.89,0.89,male
948,female,3.4,32.5,0.86,0.86,female
914,male,3.3,36.0,0.89,0.89,male
947,female,3.5,39.0,0.86,0.86,female
913,male,2.5,34.0,0.89,0.89,male
946,female,4.0,44.0,0.86,0.86,female
911,male,3.5,33.0,0.89,0.89,male
944,female,3.7,42.0,0.86,0.86,female
910,male,3.7,45.0,0.89,0.89,male
909,male,3.6,35.5,0.89,0.89,male
943,female,4.0,40.0,0.86,0.86,female
908,male,3.4,41.0,0.89,0.89,male
962,female,3.1,35.0,0.85,0.85,female
906,male,3.2,40.0,0.89,0.89,male
970,female,3.4,32.0,0.85,0.85,female
903,male,2.4,44.0,0.89,0.89,male
901,male,3.8,39.0,0.89,0.89,male
963,female,3.2,43.0,0.85,0.85,female
895,male,2.9,36.0,0.89,0.89,male
958,female,4.2,41.0,0.85,0.85,female
891,male,2.7,41.0,0.89,0.89,male
957,female,3.3,28.0,0.85,0.85,female
892,male,2.2,23.0,0.89,0.89,male
954,female,3.4,41.0,0.85,0.85,female
894,male,3.1,35.0,0.89,0.89,male
896,male,3.4,33.0,0.89,0.89,male
960,female,3.6,41.0,0.85,0.85,female
898,male,3.1,31.0,0.89,0.89,male
979,female,2.6,23.0,0.84,0.84,female
900,male,3.1,35.0,0.89,0.89,male
977,female,3.8,42.0,0.84,0.84,female
924,male,3.0,35.0,0.88,0.88,male
975,female,3.6,43.0,0.84,0.84,female
923,male,3.6,38.0,0.88,0.88,male
922,male,3.3,35.0,0.88,0.88,male
973,female,3.9,37.0,0.84,0.84,female
917,male,3.5,40.0,0.88,0.88,male
971,female,4.0,36.0,0.84,0.84,female
920,male,3.1,41.0,0.88,0.88,male
992,female,3.6,40.0,0.83,0.83,female
919,male,2.6,36.0,0.88,0.88,male
915,male,3.4,38.0,0.88,0.88,male
987,female,3.6,31.5,0.83,0.83,female
918,male,3.0,37.0,0.88,0.88,male
981,female,3.7,47.0,0.83,0.83,female
936,male,3.2,40.0,0.87,0.87,male
1002,female,3.6,47.0,0.82,0.82,female
940,male,2.7,32.5,0.87,0.87,male
999,female,3.7,36.0,0.82,0.82,female
938,male,3.4,36.5,0.87,0.87,male
926,male,3.0,34.0,0.87,0.87,male
1003,female,3.3,32.0,0.82,0.82,female
934,male,3.3,24.5,0.87,0.87,male
1000,female,3.4,36.0,0.82,0.82,female
932,male,3.2,35.5,0.87,0.87,male
998,female,2.8,38.0,0.82,0.82,female
931,male,3.3,33.0,0.87,0.87,male
995,female,3.4,30.0,0.82,0.82,female
930,male,3.4,39.5,0.87,0.87,male
929,male,2.9,42.0,0.87,0.87,male
993,female,3.1,41.0,0.82,0.82,female
928,male,3.9,47.0,0.87,0.87,male
1021,female,3.5,28.0,0.81,0.81,female
951,male,3.7,45.0,0.86,0.86,male
1017,female,2.4,38.0,0.81,0.81,female
950,male,3.3,38.0,0.86,0.86,male
1016,female,3.4,38.0,0.81,0.81,female
945,male,3.0,33.0,0.86,0.86,male
942,male,3.6,40.0,0.86,0.86,male
1013,female,2.9,43.0,0.81,0.81,female
941,male,2.9,30.0,0.86,0.86,male
1011,female,3.6,37.0,0.81,0.81,female
953,male,3.7,41.0,0.85,0.85,male
1010,female,3.6,43.0,0.81,0.81,female
968,male,3.2,36.0,0.85,0.85,male
967,male,2.8,35.0,0.85,0.85,male
1008,female,2.7,34.5,0.81,0.81,female
966,male,3.3,31.0,0.85,0.85,male
1006,female,3.6,40.0,0.81,0.81,female
965,male,3.1,37.0,0.85,0.85,male
1012,female,3.6,35.5,0.81,0.81,female
964,male,3.3,31.0,0.85,0.85,male
1036,female,3.7,33.0,0.8,0.8,female
969,male,2.9,35.0,0.85,0.85,male
961,male,3.2,43.0,0.85,0.85,male
1038,female,3.6,35.5,0.8,0.8,female
959,male,3.5,29.0,0.85,0.85,male
1039,female,3.4,34.0,0.8,0.8,female
956,male,3.1,37.0,0.85,0.85,male
1030,female,3.7,47.0,0.8,0.8,female
955,male,3.4,37.0,0.85,0.85,male
1029,female,3.7,39.0,0.8,0.8,female
976,male,2.6,44.0,0.84,0.84,male
978,male,3.0,39.0,0.84,0.84,male
1026,female,3.7,31.0,0.8,0.8,female
974,male,2.8,41.0,0.84,0.84,male
1024,female,2.9,39.0,0.8,0.8,female
972,male,3.1,45.0,0.84,0.84,male
1023,female,3.5,40.0,0.8,0.8,female
991,male,2.2,43.0,0.83,0.83,male
1051,female,3.2,38.0,0.79,0.79,female
990,male,3.1,28.0,0.83,0.83,male
989,male,3.9,35.0,0.83,0.83,male
1050,female,3.4,46.0,0.79,0.79,female
988,male,2.8,47.0,0.83,0.83,male
1047,female,3.3,40.0,0.79,0.79,female
983,male,3.2,33.0,0.83,0.83,male
1045,female,3.5,33.0,0.79,0.79,female
986,male,3.2,36.0,0.83,0.83,male
980,male,2.5,39.0,0.83,0.83,male
1043,female,4.0,37.0,0.79,0.79,female
985,male,3.2,44.0,0.83,0.83,male
1060,female,3.4,25.0,0.78,0.78,female
982,male,3.5,36.0,0.83,0.83,male
1066,female,3.7,42.0,0.78,0.78,female
984,male,3.2,46.0,0.83,0.83,male
1062,female,3.4,45.0,0.78,0.78,female
1005,male,3.9,42.0,0.82,0.82,male
1004,male,3.0,39.0,0.82,0.82,male
1056,female,3.6,46.0,0.78,0.78,female
1001,male,3.4,36.0,0.82,0.82,male
1054,female,3.2,31.0,0.78,0.78,female
997,male,2.3,40.0,0.82,0.82,male
1058,female,3.1,32.5,0.78,0.78,female
996,male,3.2,42.0,0.82,0.82,male
1081,female,3.5,31.0,0.77,0.77,female
994,male,3.1,43.0,0.82,0.82,male
1022,male,3.3,42.0,0.81,0.81,male
1082,female,3.9,42.0,0.77,0.77,female
1020,male,3.7,47.0,0.81,0.81,male
1085,female,3.0,40.0,0.77,0.77,female
1019,male,3.4,35.0,0.81,0.81,male
1087,female,2.7,42.0,0.77,0.77,female
1018,male,3.9,28.0,0.81,0.81,male
1077,female,3.4,43.0,0.77,0.77,female
1015,male,2.7,46.0,0.81,0.81,male
1014,male,3.8,34.0,0.81,0.81,male
1071,female,3.8,27.5,0.77,0.77,female
1009,male,3.4,37.0,0.81,0.81,male
1074,female,3.0,25.0,0.77,0.77,female
1007,male,3.2,48.0,0.81,0.81,male
1075,female,3.4,35.0,0.77,0.77,female
1034,male,3.0,22.0,0.8,0.8,male
1035,male,3.3,35.0,0.8,0.8,male
1097,female,3.2,41.0,0.76,0.76,female
1040,male,3.7,40.0,0.8,0.8,male
1094,female,3.5,35.0,0.76,0.76,female
1037,male,3.5,23.0,0.8,0.8,male
1095,female,3.1,32.0,0.76,0.76,female
1032,male,2.4,35.0,0.8,0.8,male
1092,female,3.6,31.0,0.76,0.76,female
1033,male,3.1,34.5,0.8,0.8,male
1031,male,3.6,37.5,0.8,0.8,male
1091,female,3.9,34.5,0.76,0.76,female
1028,male,3.0,40.0,0.8,0.8,male
1090,female,3.5,39.0,0.76,0.76,female
1027,male,2.9,36.0,0.8,0.8,male
1116,female,1.9,43.0,0.75,0.75,female
1025,male,2.9,31.0,0.8,0.8,male
1106,female,3.8,40.0,0.75,0.75,female
1049,male,3.3,46.0,0.79,0.79,male
1048,male,3.1,45.0,0.79,0.79,male
1105,female,3.3,36.0,0.75,0.75,female
1046,male,3.1,38.0,0.79,0.79,male
1125,female,3.3,33.5,0.74,0.74,female
1042,male,3.6,37.0,0.79,0.79,male
1124,female,2.9,38.0,0.74,0.74,female
1041,male,3.1,45.0,0.79,0.79,male
1044,male,3.5,34.0,0.79,0.79,male
1119,female,3.7,41.0,0.74,0.74,female
1068,male,3.5,32.5,0.78,0.78,male
1135,female,3.0,38.0,0.73,0.73,female
1067,male,3.9,42.0,0.78,0.78,male
1132,female,2.7,34.0,0.73,0.73,female
1065,male,3.7,36.0,0.78,0.78,male
1133,female,3.5,40.0,0.73,0.73,female
1064,male,2.6,32.0,0.78,0.78,male
1063,male,3.0,42.0,0.78,0.78,male
1128,female,2.8,42.0,0.73,0.73,female
1061,male,2.9,34.0,0.78,0.78,male
1127,female,3.4,41.0,0.73,0.73,female
1059,male,3.6,42.0,0.78,0.78,male
1126,female,3.4,30.0,0.73,0.73,female
1057,male,3.5,31.0,0.78,0.78,male
1140,female,3.4,35.0,0.72,0.72,female
1055,male,3.6,32.0,0.78,0.78,male
1053,male,3.8,41.0,0.78,0.78,male
1142,female,2.8,37.0,0.72,0.72,female
1052,male,3.6,48.0,0.78,0.78,male
1141,female,2.9,35.0,0.72,0.72,female
1084,male,3.2,41.0,0.77,0.77,male
1143,female,3.4,42.0,0.72,0.72,female
1083,male,2.9,30.5,0.77,0.77,male
1155,female,2.7,36.0,0.71,0.71,female
1079,male,3.4,44.0,0.77,0.77,male
1088,male,2.9,34.0,0.77,0.77,male
1160,female,4.0,30.0,0.71,0.71,female
1080,male,3.8,42.0,0.77,0.77,male
1159,female,3.6,43.0,0.71,0.71,female
1086,male,3.3,42.0,0.77,0.77,male
1158,female,3.7,37.5,0.71,0.71,female
1078,male,3.4,44.0,0.77,0.77,male
1072,male,3.4,34.0,0.77,0.77,male
1157,female,3.7,36.0,0.71,0.71,female
1070,male,3.0,40.0,0.77,0.77,male
1148,female,2.6,34.0,0.71,0.71,female
1069,male,3.5,48.0,0.77,0.77,male
1154,female,3.5,45.0,0.71,0.71,female
1073,male,3.5,40.0,0.77,0.77,male
1144,female,3.8,37.0,0.71,0.71,female
1076,male,3.6,42.0,0.77,0.77,male
1096,male,3.0,35.0,0.76,0.76,male
1145,female,3.0,42.0,0.71,0.71,female
1102,male,3.2,48.0,0.76,0.76,male
1147,female,3.0,47.0,0.71,0.71,female
1101,male,3.0,36.0,0.76,0.76,male
1146,female,3.6,44.0,0.71,0.71,female
1100,male,3.3,35.0,0.76,0.76,male
1149,female,2.9,37.0,0.71,0.71,female
1099,male,3.0,39.0,0.76,0.76,male
1098,male,2.9,40.0,0.76,0.76,male
1150,female,3.5,43.0,0.71,0.71,female
1093,male,2.7,37.0,0.76,0.76,male
1176,female,3.1,43.0,0.7,0.7,female
1089,male,3.6,45.0,0.76,0.76,male
1170,female,3.8,41.0,0.7,0.7,female
1111,male,3.7,48.0,0.75,0.75,male
1167,female,3.0,36.0,0.7,0.7,female
1118,male,2.3,28.0,0.75,0.75,male
1115,male,3.5,43.0,0.75,0.75,male
1198,female,2.9,29.0,0.69,0.69,female
1114,male,3.5,35.0,0.75,0.75,male
1197,female,3.7,38.0,0.69,0.69,female
1113,male,3.6,44.0,0.75,0.75,male
1186,female,3.5,36.0,0.69,0.69,female
1112,male,3.4,44.0,0.75,0.75,male
1117,male,3.6,39.0,0.75,0.75,male
1185,female,3.6,43.0,0.69,0.69,female
1110,male,3.9,30.0,0.75,0.75,male
1183,female,3.3,39.0,0.69,0.69,female
1108,male,3.8,37.0,0.75,0.75,male
1182,female,3.2,38.0,0.69,0.69,female
1107,male,3.2,32.0,0.75,0.75,male
1181,female,3.8,37.0,0.69,0.69,female
1103,male,3.9,41.0,0.75,0.75,male
1104,male,3.3,34.0,0.75,0.75,male
1208,female,3.3,30.5,0.68,0.68,female
1109,male,2.3,30.0,0.75,0.75,male
1207,female,3.6,37.0,0.68,0.68,female
1123,male,3.2,36.0,0.74,0.74,male
1202,female,3.6,38.0,0.68,0.68,female
1120,male,3.0,35.0,0.74,0.74,male
1200,female,3.2,33.0,0.68,0.68,female
1122,male,3.5,43.5,0.74,0.74,male
1121,male,3.2,28.0,0.74,0.74,male
1199,female,3.2,37.0,0.68,0.68,female
1131,male,3.4,46.0,0.73,0.73,male
1217,female,3.6,34.0,0.67,0.67,female
1134,male,3.6,41.0,0.73,0.73,male
1224,female,3.5,44.0,0.67,0.67,female
1130,male,3.5,29.0,0.73,0.73,male
1220,female,3.7,32.0,0.67,0.67,female
1129,male,2.9,32.0,0.73,0.73,male
1139,male,2.7,34.0,0.72,0.72,male
1215,female,3.6,35.0,0.67,0.67,female
1138,male,3.1,38.0,0.72,0.72,male
1216,female,3.5,42.0,0.67,0.67,female
1137,male,2.6,38.0,0.72,0.72,male
1214,female,3.5,37.0,0.67,0.67,female
1136,male,3.0,37.0,0.72,0.72,male
1165,male,3.4,36.0,0.71,0.71,male
1212,female,3.8,38.0,0.67,0.67,female
1164,male,3.6,30.0,0.71,0.71,male
1210,female,3.3,46.0,0.67,0.67,female
1163,male,2.4,43.0,0.71,0.71,male
1209,female,3.6,48.0,0.67,0.67,female
1162,male,3.1,34.0,0.71,0.71,male
1233,female,3.4,44.0,0.66,0.66,female
1161,male,3.9,45.0,0.71,0.71,male
1156,male,3.2,44.0,0.71,0.71,male
1229,female,3.5,35.0,0.66,0.66,female
1153,male,2.9,35.0,0.71,0.71,male
1227,female,3.4,34.0,0.66,0.66,female
1151,male,2.1,41.0,0.71,0.71,male
1225,female,3.5,28.0,0.66,0.66,female
1152,male,3.2,39.0,0.71,0.71,male
1250,female,3.9,36.5,0.65,0.65,female
1174,male,3.5,41.0,0.7,0.7,male
1180,male,2.8,40.0,0.7,0.7,male
1246,female,3.9,42.0,0.65,0.65,female
1179,male,3.8,36.0,0.7,0.7,male
1244,female,3.2,37.0,0.65,0.65,female
1178,male,3.0,33.0,0.7,0.7,male
1240,female,3.9,33.0,0.65,0.65,female
1177,male,3.5,29.0,0.7,0.7,male
1175,male,2.6,30.0,0.7,0.7,male
1239,female,3.7,44.0,0.65,0.65,female
1173,male,2.8,38.0,0.7,0.7,male
1258,female,3.2,37.0,0.64,0.64,female
1172,male,3.8,43.0,0.7,0.7,male
1262,female,3.5,39.0,0.64,0.64,female
1171,male,3.5,35.0,0.7,0.7,male
1260,female,3.4,37.0,0.64,0.64,female
1169,male,3.5,47.0,0.7,0.7,male
1168,male,3.4,36.0,0.7,0.7,male
1259,female,3.8,38.5,0.64,0.64,female
1166,male,3.2,37.0,0.7,0.7,male
1255,female,3.0,38.0,0.64,0.64,female
1190,male,3.6,46.0,0.69,0.69,male
1252,female,4.0,36.0,0.64,0.64,female
1196,male,3.5,37.0,0.69,0.69,male
1253,female,3.6,40.0,0.64,0.64,female
1195,male,3.2,47.0,0.69,0.69,male
1194,male,3.8,31.0,0.69,0.69,male
1268,female,3.3,32.0,0.63,0.63,female
1193,male,3.3,33.0,0.69,0.69,male
1271,female,3.5,31.0,0.63,0.63,female
1192,male,3.4,33.5,0.69,0.69,male
1269,female,3.6,32.5,0.63,0.63,female
1191,male,2.6,39.0,0.69,0.69,male
1266,female,3.2,41.0,0.63,0.63,female
1189,male,3.3,40.0,0.69,0.69,male
1188,male,3.6,38.0,0.69,0.69,male
1265,female,3.1,42.0,0.63,0.63,female
1187,male,3.3,37.0,0.69,0.69,male
1282,female,3.8,42.0,0.62,0.62,female
1184,male,3.1,47.0,0.69,0.69,male
1277,female,3.6,31.0,0.62,0.62,female
1206,male,2.8,38.0,0.68,0.68,male
1205,male,2.9,29.0,0.68,0.68,male
1276,female,3.7,33.0,0.62,0.62,female
1204,male,3.1,35.0,0.68,0.68,male
1273,female,3.8,37.0,0.62,0.62,female
1203,male,3.6,40.0,0.68,0.68,male
1293,female,3.2,26.5,0.61,0.61,female
1201,male,3.0,30.0,0.68,0.68,male
1302,female,3.4,33.5,0.61,0.61,female
1223,male,3.1,39.0,0.67,0.67,male
1222,male,3.9,43.0,0.67,0.67,male
1299,female,3.5,44.0,0.61,0.61,female
1221,male,3.7,40.0,0.67,0.67,male
1294,female,3.6,34.0,0.61,0.61,female
1219,male,3.5,35.0,0.67,0.67,male
1285,female,3.9,39.0,0.61,0.61,female
1218,male,3.1,38.0,0.67,0.67,male
1288,female,3.0,42.0,0.61,0.61,female
1213,male,3.5,35.0,0.67,0.67,male
1211,male,3.5,43.0,0.67,0.67,male
1289,female,3.6,34.0,0.61,0.61,female
