unique_id,Gender,UGPA,LSAT,ZFYA
3440,female,2.9,44.0,0.92
6513,male,3.2,39.0,0.92
2429,female,3.0,38.0,0.92
345,male,3.0,38.0,0.92
8502,male,3.5,32.0,0.92
17329,female,2.8,34.0,0.91
13063,female,3.8,42.0,0.91
9173,female,2.9,36.0,0.91
17855,male,3.4,33.0,0.91
12990,female,3.9,40.0,0.91
16953,male,3.3,38.0,0.91
17459,male,3.8,39.0,0.91
12775,female,3.2,31.0,0.9
5584,female,2.9,38.0,0.9
6933,female,2.6,39.0,0.9
800,female,3.6,45.0,0.9
2308,female,2.6,34.0,0.9
15471,female,2.4,38.5,0.9
4113,male,3.2,36.5,0.9
19338,female,3.5,45.0,0.9
9019,male,3.3,39.0,0.9
18984,female,3.7,41.0,0.9
1287,female,3.9,36.0,0.9
9072,male,3.2,37.0,0.9
15537,female,3.0,39.0,0.9
8937,male,3.6,37.0,0.9
4342,female,3.8,44.0,0.89
12621,female,2.9,31.5,0.89
5029,female,2.6,32.0,0.89
2949,male,3.5,41.0,0.89
1172,female,4.0,35.0,0.89
21627,male,3.5,42.0,0.89
4283,female,3.9,48.0,0.89
12166,female,2.6,43.0,0.89
17848,female,3.4,41.0,0.89
2998,female,3.8,43.0,0.89
19939,female,3.1,31.0,0.89
14487,male,2.7,34.0,0.89
10817,male,3.2,46.0,0.89
6383,female,3.6,40.0,0.89
6413,male,2.9,39.0,0.89
15737,female,3.1,37.0,0.88
5619,female,2.4,38.0,0.88
8902,female,3.1,40.0,0.88
2506,female,3.4,48.0,0.88
17857,female,3.1,34.0,0.88
9139,female,3.1,41.0,0.88
10697,female,2.1,25.5,0.88
15598,female,3.4,38.0,0.88
7760,female,3.4,39.5,0.87
19152,female,4.0,37.0,0.87
17532,male,3.1,33.5,0.87
19501,female,3.5,35.0,0.87
433,female,4.0,43.0,0.87
443,female,3.5,45.0,0.87
9038,female,2.5,37.0,0.87
9384,female,3.8,42.0,0.87
4377,male,3.6,40.0,0.87
4434,male,3.2,48.0,0.87
18356,female,3.1,45.0,0.87
14253,male,3.4,33.0,0.87
16479,male,3.3,47.0,0.87
7817,female,3.7,38.0,0.87
19455,female,3.0,41.0,0.87
4972,male,2.6,39.0,0.87
7808,male,3.9,41.0,0.87
2630,male,3.1,34.5,0.87
16527,male,3.6,29.0,0.87
20781,female,3.2,37.0,0.87
9226,female,2.8,42.0,0.87
19191,female,3.0,39.5,0.87
11083,female,3.9,39.0,0.86
14437,female,3.4,37.0,0.86
4314,male,3.9,46.0,0.86
13540,male,4.0,44.0,0.86
14411,female,4.0,25.0,0.86
1171,female,3.5,41.0,0.86
9688,female,3.0,40.0,0.86
16127,male,3.5,34.0,0.86
17296,male,3.5,40.0,0.86
7246,female,3.0,37.0,0.86
11104,female,3.6,40.0,0.86
19569,female,3.3,42.0,0.86
14789,male,3.6,47.0,0.86
1524,female,3.4,44.0,0.85
21436,female,3.7,41.0,0.85
7568,male,3.4,39.0,0.85
12315,male,3.7,43.0,0.85
4225,male,2.5,34.0,0.85
21479,female,3.3,48.0,0.85
13108,male,3.4,40.0,0.85
12991,male,4.2,41.0,0.85
15023,female,2.5,39.0,0.85
7257,female,3.6,34.0,0.85
11489,male,3.0,32.0,0.85
3039,female,3.9,38.0,0.85
1786,female,3.4,37.0,0.85
16708,female,3.6,38.0,0.85
8325,male,3.1,40.0,0.84
20115,male,3.5,39.0,0.84
3679,female,3.5,36.0,0.84
5506,male,3.2,45.0,0.84
20772,female,2.8,35.0,0.84
12581,female,3.6,37.0,0.84
17430,female,2.6,44.0,0.84
11898,male,3.3,32.0,0.84
20605,male,3.8,37.0,0.84
11243,female,2.7,32.5,0.84
17609,female,2.3,38.0,0.84
1437,male,3.4,37.0,0.84
11061,female,3.3,34.0,0.84
8731,male,3.6,38.0,0.84
15508,male,3.6,41.0,0.84
20714,male,3.3,37.0,0.84
2834,female,2.8,41.0,0.84
1364,female,2.7,47.0,0.84
19288,male,4.0,43.0,0.83
14888,female,3.9,35.0,0.83
7385,male,3.4,38.0,0.83
19272,female,3.5,43.0,0.83
8868,female,2.4,27.5,0.83
11607,female,2.6,39.0,0.83
18552,male,3.7,32.0,0.83
2239,female,3.3,36.0,0.83
21539,male,3.8,42.0,0.83
7676,female,3.5,36.0,0.83
11629,female,2.9,37.0,0.83
5728,female,3.2,32.0,0.83
4180,female,3.1,28.0,0.83
17747,female,3.2,32.0,0.83
15654,male,3.5,31.0,0.83
7266,female,2.8,31.5,0.82
3011,male,3.7,44.0,0.82
14969,female,3.6,42.0,0.82
2212,male,3.5,37.0,0.82
12911,female,3.6,44.0,0.82
12203,male,3.7,36.0,0.82
11904,male,2.9,34.0,0.82
16513,female,2.4,39.0,0.82
5431,female,3.2,42.0,0.82
5074,female,3.2,33.0,0.82
4030,female,3.1,43.0,0.82
8427,female,2.3,40.0,0.82
20393,male,2.8,38.0,0.82
4565,female,3.7,36.0,0.82
14980,female,3.4,40.0,0.82
8876,female,2.9,22.0,0.81
9851,male,3.8,32.0,0.81
10261,male,3.6,38.0,0.81
1188,female,3.9,28.0,0.81
445,female,3.6,42.0,0.81
9377,male,2.9,41.0,0.81
19878,female,3.0,37.5,0.81
11077,female,3.4,37.0,0.81
14624,male,3.4,38.0,0.81
7482,female,3.4,37.0,0.81
6983,male,3.6,35.5,0.81
17564,male,3.0,33.0,0.81
13818,female,3.6,37.5,0.8
4855,female,2.0,43.0,0.8
7126,female,3.0,22.0,0.8
6738,female,3.3,29.0,0.8
7544,female,3.4,38.0,0.8
21154,female,3.1,38.0,0.8
13516,female,3.1,41.0,0.8
11011,male,3.6,35.0,0.8
15774,female,3.6,37.0,0.8
4028,male,2.8,37.0,0.8
13745,female,2.6,45.0,0.8
19405,female,3.6,44.0,0.8
15199,male,3.2,33.0,0.8
15690,male,3.7,33.0,0.8
5223,male,3.7,44.0,0.8
3682,female,3.0,40.0,0.8
16701,male,3.3,40.0,0.79
10919,male,3.0,37.0,0.79
6499,female,2.9,47.0,0.79
15906,male,3.5,28.5,0.79
13709,female,2.4,42.0,0.79
16496,male,4.0,43.0,0.79
8862,female,3.0,37.0,0.79
13920,male,4.0,37.0,0.79
7583,female,3.7,35.0,0.78
6627,male,3.1,32.5,0.78
20435,male,3.3,38.0,0.78
14021,male,3.4,25.0,0.78
3801,female,3.5,34.0,0.78
9165,female,3.0,38.0,0.78
12346,female,3.7,38.0,0.78
4488,female,3.0,35.0,0.78
1102,female,2.6,47.0,0.78
18805,male,3.8,39.0,0.77
5821,female,3.6,38.0,0.77
18867,male,3.4,35.0,0.77
2716,male,3.9,32.0,0.77
18866,female,3.6,45.0,0.77
4442,female,3.4,44.0,0.77
18883,male,3.6,38.0,0.77
9904,male,3.7,42.0,0.77
9951,female,2.4,34.0,0.77
576,male,3.0,30.5,0.77
10949,female,3.3,38.0,0.77
11863,female,3.1,42.0,0.77
6825,female,3.2,34.0,0.77
16275,female,3.2,41.0,0.77
15350,male,2.5,25.0,0.77
9734,male,3.4,48.0,0.77
5901,male,3.8,33.0,0.77
15002,male,3.6,41.0,0.77
12052,male,3.4,40.0,0.77
20453,female,2.8,38.0,0.77
10673,male,3.4,19.0,0.77
16690,male,4.0,37.0,0.77
7518,male,3.5,39.0,0.76
10564,female,3.0,35.0,0.76
6099,male,3.7,35.0,0.76
1914,male,3.5,35.0,0.76
3050,female,3.0,39.0,0.76
5053,female,2.5,36.0,0.75
12422,female,3.4,26.0,0.75
10680,female,2.3,28.0,0.75
4304,male,3.7,46.0,0.75
2596,female,3.6,36.7,0.75
2656,female,3.9,41.0,0.75
1858,male,3.6,41.0,0.75
20409,female,3.2,44.0,0.75
5061,female,2.6,37.0,0.75
12615,male,3.7,27.0,0.75
9606,female,3.4,39.0,0.75
8655,female,3.5,35.0,0.75
20800,male,3.0,44.0,0.75
19942,male,3.4,32.0,0.75
21586,male,3.7,43.0,0.75
20009,female,3.3,45.0,0.75
19808,female,3.3,34.0,0.75
21270,female,3.6,42.0,0.75
263,female,3.2,44.0,0.75
3308,male,2.7,40.0,0.75
12852,female,3.6,47.0,0.75
5446,female,3.6,44.0,0.75
14087,male,3.2,36.0,0.75
19476,male,3.3,36.0,0.75
5150,female,3.2,30.0,0.75
164,female,3.7,37.0,0.74
18643,female,3.8,44.0,0.74
7419,male,3.2,40.0,0.74
2380,female,3.7,42.0,0.74
19185,female,3.4,35.0,0.74
20970,female,3.2,40.0,0.74
525,female,2.9,41.0,0.74
8201,male,3.7,35.0,0.74
9240,female,3.2,39.0,0.74
12233,female,3.4,42.0,0.74
2395,male,3.7,39.0,0.74
12115,female,3.2,36.0,0.74
13150,male,3.2,43.0,0.73
1379,male,2.8,40.0,0.73
11481,male,2.8,37.0,0.73
16797,female,2.6,35.0,0.73
13205,female,3.4,40.0,0.73
10343,male,3.2,38.0,0.73
6956,male,3.4,40.0,0.73
3553,male,3.0,38.0,0.73
3651,female,3.2,31.0,0.73
13782,male,3.4,41.0,0.73
15944,female,2.7,34.0,0.72
9193,male,2.8,37.0,0.72
11734,male,3.4,35.0,0.72
2540,female,3.6,46.0,0.72
2294,female,2.6,38.0,0.72
11708,male,3.1,40.0,0.72
8948,male,3.6,40.0,0.72
2544,male,3.6,41.0,0.72
12703,male,3.3,33.0,0.72
3023,female,3.7,41.0,0.72
56,female,3.8,37.0,0.72
15331,female,2.9,21.5,0.72
7211,male,2.6,41.0,0.72
3423,male,2.9,35.0,0.72
11290,female,3.5,38.0,0.72
5891,male,3.0,37.0,0.72
14350,male,3.2,30.5,0.71
1547,male,3.4,43.0,0.71
9519,male,3.4,35.0,0.71
17241,female,2.9,39.0,0.71
454,male,2.7,32.0,0.71
3839,female,3.2,39.0,0.71
17494,female,3.6,37.0,0.71
14355,male,3.9,37.0,0.71
15664,female,3.2,38.0,0.71
13923,female,3.0,40.0,0.71
2664,male,3.0,42.0,0.71
7645,male,3.6,43.0,0.71
8511,female,3.1,40.0,0.71
4692,female,3.5,38.0,0.71
15200,male,2.9,32.0,0.71
11511,female,2.8,37.0,0.71
1766,female,2.7,42.0,0.71
4205,male,3.6,26.0,0.7
14698,male,3.1,28.5,0.7
6294,female,2.9,39.0,0.7
3998,female,2.6,42.0,0.7
13348,male,3.7,36.0,0.7
4313,female,3.9,47.0,0.7
6267,female,3.4,38.0,0.7
18154,female,3.1,37.0,0.7
11758,female,2.4,34.0,0.7
19981,male,3.5,34.5,0.7
17726,female,3.0,33.0,0.69
11536,female,3.0,35.0,0.69
13974,female,3.7,37.0,0.69
4440,male,2.9,48.0,0.69
5812,female,3.6,46.0,0.69
21495,female,3.5,44.0,0.69
5306,female,3.5,35.0,0.69
7252,male,3.2,38.0,0.69
16491,male,3.4,48.0,0.69
14402,male,3.5,36.0,0.69
11601,female,3.8,31.0,0.69
7595,male,3.0,35.0,0.69
14886,female,3.6,38.0,0.69
11320,male,3.7,37.0,0.68
10786,male,3.7,37.0,0.68
1377,male,3.0,32.0,0.68
20715,female,2.8,38.0,0.68
3383,female,2.7,38.0,0.68
15449,female,3.1,33.0,0.68
9782,female,3.0,39.0,0.68
11292,female,3.9,38.0,0.68
10139,male,3.3,30.5,0.68
554,male,2.9,32.0,0.68
20344,male,3.3,33.0,0.68
5179,female,3.2,29.0,0.68
11092,female,3.9,41.0,0.68
4658,female,3.1,35.0,0.68
8915,female,2.7,42.0,0.68
5073,female,2.9,38.0,0.68
434,male,3.4,42.0,0.67
2025,female,3.7,33.0,0.67
14139,male,3.3,34.0,0.67
10719,male,3.8,41.0,0.67
8646,male,3.1,43.0,0.67
17205,female,2.8,38.0,0.67
8538,female,3.4,32.0,0.67
13730,female,3.1,39.0,0.67
2603,female,3.7,42.0,0.67
6521,male,3.7,32.0,0.67
6918,female,2.4,32.5,0.67
8267,male,3.3,43.0,0.67
14505,female,3.4,35.0,0.66
18512,female,3.2,36.0,0.66
18640,male,2.8,43.0,0.66
9273,male,3.5,33.0,0.66
14364,male,3.5,28.0,0.66
7751,female,3.6,37.0,0.66
15758,female,3.0,38.0,0.66
20300,female,3.7,42.0,0.66
2381,female,2.6,44.0,0.66
538,male,2.8,41.0,0.66
17412,male,3.8,31.5,0.66
9679,female,3.2,41.0,0.66
7430,female,3.3,37.0,0.66
11070,female,3.9,43.0,0.66
12840,male,3.4,45.0,0.66
3289,male,3.5,31.0,0.66
20240,male,3.9,45.0,0.66
9393,female,2.6,45.0,0.66
18611,female,3.2,34.0,0.66
20571,female,3.5,33.0,0.65
12125,female,3.4,38.0,0.65
14558,female,3.6,38.0,0.65
19746,male,3.1,40.0,0.65
1378,male,3.9,33.0,0.65
19642,female,3.3,39.0,0.65
1375,female,3.3,33.0,0.65
20973,female,3.1,37.0,0.65
6945,female,3.7,25.5,0.65
13595,male,4.0,47.0,0.65
21342,male,3.6,30.5,0.65
21730,female,3.9,38.0,0.65
16265,male,3.2,37.0,0.65
4795,male,3.8,39.0,0.65
7328,female,4.0,38.0,0.65
16894,female,2.6,26.5,0.65
18114,female,2.8,44.0,0.65
11193,male,3.5,35.0,0.65
4774,female,4.0,32.0,0.64
5928,male,3.7,36.0,0.64
2749,male,4.0,36.0,0.64
18522,female,3.9,39.0,0.64
20937,female,3.5,39.0,0.64
2394,male,3.2,37.0,0.64
13689,female,3.4,39.0,0.64
7351,male,3.8,38.5,0.64
11323,male,3.8,30.0,0.63
12958,female,3.6,37.0,0.63
12492,female,2.6,41.0,0.63
15007,male,2.8,42.0,0.63
17440,male,3.6,42.0,0.63
12225,male,3.1,42.0,0.63
9195,female,3.0,30.0,0.63
17269,female,2.6,44.0,0.63
9218,male,3.2,36.0,0.63
6727,female,3.1,37.0,0.63
19072,female,3.1,39.0,0.63
15979,female,3.0,36.0,0.63
10450,female,3.5,43.0,0.63
14838,male,2.9,37.0,0.62
16071,female,3.8,41.0,0.62
13749,male,3.8,37.0,0.62
4653,female,3.0,36.5,0.62
574,female,3.1,31.0,0.62
3030,female,4.0,45.0,0.62
6491,male,3.2,39.0,0.62
2173,female,3.9,45.0,0.62
10133,female,3.5,33.0,0.62
2168,female,3.3,34.0,0.62
4432,male,3.4,42.0,0.62
13866,male,2.6,46.0,0.62
9089,male,3.1,37.0,0.62
12904,female,3.6,47.0,0.62
9376,male,3.0,36.5,0.62
5993,male,3.0,36.0,0.62
8977,male,3.5,35.0,0.62
8064,female,3.4,45.0,0.62
19726,male,3.2,37.0,0.62
15289,male,3.6,28.0,0.61
17067,female,3.6,37.0,0.61
13048,male,4.0,37.5,0.61
14128,male,2.4,36.5,0.61
9601,male,2.8,39.0,0.61
4702,male,3.4,39.0,0.61
8758,female,2.9,35.0,0.61
14261,male,3.8,32.0,0.61
9792,female,3.1,39.0,0.61
14199,female,2.7,34.0,0.61
15584,male,3.5,44.0,0.61
4555,male,3.9,42.0,0.61
4570,female,2.7,40.0,0.61
12085,female,3.1,33.0,0.61
15305,female,2.9,27.0,0.61
1708,female,3.2,44.0,0.61
731,female,3.9,41.0,0.61
19026,male,3.5,44.0,0.61
14379,female,3.8,39.0,0.61
12961,female,4.0,38.0,0.61
5307,female,3.7,42.0,0.61
5842,male,3.7,44.0,0.61
14024,female,2.7,37.0,0.61
5163,female,2.5,32.0,0.61
13836,female,3.0,40.0,0.6
18378,male,2.8,32.0,0.6
481,female,3.9,38.0,0.6
3657,male,2.7,41.0,0.6
17886,male,3.7,45.0,0.6
12641,female,3.3,36.0,0.6
18487,female,2.4,36.0,0.6
609,female,3.9,28.0,0.6
19885,female,3.8,36.5,0.6
7278,male,3.3,33.5,0.6
19556,male,3.8,36.0,0.6
19403,female,3.7,43.0,0.6
21066,female,2.9,30.0,0.6
9284,female,3.1,37.0,0.6
5817,male,3.9,46.0,0.59
20897,female,3.1,42.0,0.59
7703,male,2.9,39.0,0.59
2295,female,2.3,40.0,0.59
8966,male,3.7,36.0,0.59
2054,female,3.1,21.0,0.59
4162,female,2.4,35.0,0.59
640,female,3.5,32.0,0.59
4213,female,3.3,28.0,0.59
12639,female,2.3,34.0,0.59
9587,female,2.5,47.0,0.59
11971,male,3.7,26.0,0.59
9229,female,2.9,45.0,0.59
20638,female,3.5,39.0,0.58
10774,male,3.8,37.0,0.58
18581,female,3.4,34.0,0.58
4909,male,2.5,35.0,0.58
12141,female,3.4,35.0,0.58
12593,female,3.7,33.0,0.58
417,female,3.5,40.5,0.58
8429,male,3.3,35.0,0.58
1360,male,3.3,40.0,0.58
19626,male,3.5,37.0,0.58
17061,female,3.4,30.0,0.58
14283,female,3.4,37.0,0.58
1687,female,3.5,40.0,0.57
8574,female,3.5,33.0,0.57
21166,female,3.1,41.0,0.57
4778,female,3.6,39.0,0.57
8586,male,3.1,37.0,0.57
4807,female,2.7,43.0,0.57
15396,male,3.6,34.0,0.57
12069,female,3.2,37.0,0.57
16494,male,3.1,46.0,0.57
639,male,2.7,24.0,0.57
1420,male,2.3,35.0,0.57
17290,male,3.0,36.0,0.57
15468,female,2.6,37.0,0.57
2574,female,3.8,40.0,0.57
9626,male,3.0,39.0,0.57
6980,male,3.9,34.0,0.57
20090,female,3.6,40.0,0.57
6203,male,3.5,38.0,0.57
13627,female,3.8,45.0,0.57
9327,female,3.1,34.0,0.56
11075,male,3.9,42.0,0.56
14371,female,3.4,37.0,0.56
7625,female,3.6,31.0,0.56
16193,female,3.7,47.0,0.56
4675,female,3.4,37.0,0.56
6058,male,3.5,37.0,0.56
14242,male,3.3,37.0,0.56
9309,female,2.5,33.0,0.56
15267,female,2.2,27.7,0.56
8126,male,3.6,44.0,0.56
17562,female,3.2,33.0,0.56
1876,female,3.3,37.0,0.56
13799,male,3.6,36.0,0.56
15991,male,3.3,31.0,0.55
941,female,3.6,38.0,0.55
17259,male,3.6,40.0,0.55
19554,female,3.6,45.0,0.55
19936,male,3.6,27.7,0.55
8010,female,3.6,45.0,0.55
19007,female,3.9,44.0,0.55
6436,female,2.8,37.0,0.55
16302,male,3.7,28.0,0.55
5263,male,3.5,42.0,0.55
157,female,3.3,39.5,0.55
19395,female,3.7,40.0,0.55
18253,male,3.4,30.0,0.55
4252,female,3.9,46.0,0.55
14033,female,2.6,30.5,0.54
11556,male,2.8,37.0,0.54
5086,male,3.2,31.5,0.54
8967,male,2.9,36.0,0.54
21565,male,3.9,42.0,0.54
6899,female,3.0,32.0,0.54
12972,male,3.8,38.0,0.54
10598,female,3.0,33.0,0.54
20828,female,3.2,42.0,0.54
12306,male,2.9,43.0,0.54
14557,male,3.1,38.0,0.54
734,female,3.9,44.0,0.54
11844,female,3.7,44.0,0.54
2174,male,3.1,37.0,0.54
12676,male,3.5,33.0,0.54
13322,female,3.4,43.0,0.54
810,female,3.0,37.0,0.53
13980,female,2.9,40.0,0.53
3879,male,3.6,35.0,0.53
2679,female,3.5,45.0,0.53
8438,female,3.3,38.0,0.53
12371,female,2.8,34.0,0.53
6477,male,3.0,40.0,0.53
10880,male,3.1,34.5,0.53
7230,male,3.2,41.0,0.53
15229,male,3.2,35.0,0.53
14217,female,3.2,33.0,0.53
2691,male,3.4,29.5,0.53
14753,female,3.5,36.0,0.53
19520,female,3.2,37.0,0.53
16672,female,3.9,42.0,0.52
9695,male,3.4,38.0,0.52
6906,female,2.7,30.5,0.52
21220,female,3.3,42.5,0.52
590,female,1.7,40.0,0.52
13563,male,3.9,45.0,0.52
10229,male,2.5,38.0,0.52
13466,male,3.4,39.0,0.52
2491,female,3.5,47.0,0.52
20996,male,3.9,35.0,0.52
6132,male,3.3,37.0,0.52
16387,female,3.4,45.0,0.51
1154,female,3.8,37.0,0.51
19469,male,3.1,39.5,0.51
8698,male,3.3,30.3,0.51
8983,female,3.1,34.5,0.51
8946,male,3.9,42.0,0.51
752,female,3.5,46.0,0.51
12534,male,3.4,34.0,0.51
1009,male,3.0,37.0,0.51
285,female,3.6,39.0,0.51
6838,female,2.4,35.0,0.51
15292,male,2.8,25.5,0.51
8114,female,2.9,46.0,0.51
826,female,3.1,36.0,0.51
18490,female,3.2,28.0,0.51
11176,male,3.5,35.0,0.51
6325,male,3.2,36.0,0.51
11962,female,3.5,42.0,0.51
8506,male,3.5,34.0,0.51
2469,female,3.0,38.0,0.51
17607,male,3.3,28.0,0.51
1067,male,3.4,35.0,0.51
6321,male,2.7,34.0,0.51
17301,male,3.2,39.5,0.5
1434,male,3.1,36.0,0.5
9339,female,2.3,36.0,0.5
5333,male,3.6,45.0,0.5
10650,male,3.0,28.0,0.5
6736,male,3.8,33.0,0.5
268,male,3.4,41.0,0.5
20529,female,2.9,41.0,0.5
4643,male,3.5,33.5,0.5
8212,female,3.9,37.0,0.5
16706,male,3.3,37.0,0.5
5219,male,3.9,42.0,0.5
10184,female,2.9,32.0,0.49
6103,male,3.4,39.0,0.49
2389,female,3.3,40.0,0.49
14977,male,3.6,38.0,0.49
3694,female,3.3,38.0,0.49
666,male,2.4,29.0,0.49
2775,female,3.0,46.0,0.49
2400,female,3.6,28.0,0.49
17709,female,2.8,33.0,0.49
19729,female,3.1,46.0,0.49
3994,female,3.2,37.0,0.49
11037,male,3.6,33.0,0.49
4046,female,3.2,42.0,0.49
21694,female,3.0,39.0,0.49
11052,female,3.1,33.0,0.49
20742,male,3.3,31.0,0.48
16971,male,3.9,34.0,0.48
19920,female,3.1,30.0,0.48
18863,female,3.3,41.0,0.48
19812,female,3.1,39.0,0.48
18804,male,3.4,42.0,0.48
14240,female,2.8,43.0,0.48
20177,female,3.3,40.0,0.48
21280,female,3.2,35.0,0.48
15162,female,3.1,33.0,0.48
19620,male,3.7,42.0,0.48
5277,female,3.7,43.0,0.48
14342,male,3.4,34.0,0.48
8708,female,4.0,37.0,0.48
18874,female,3.1,43.0,0.48
10021,female,3.3,32.0,0.48
4397,female,3.2,44.0,0.47
4171,female,2.3,38.0,0.47
5045,female,2.6,36.0,0.47
1404,female,3.0,40.0,0.47
8789,female,3.2,36.0,0.47
13851,male,2.7,40.0,0.47
20959,female,3.7,41.0,0.47
8634,female,3.2,36.0,0.47
13251,male,3.5,47.0,0.47
16341,female,3.2,36.0,0.47
1560,male,2.7,33.0,0.47
5004,female,2.9,33.5,0.47
2798,male,2.7,41.0,0.47
12632,male,3.1,27.0,0.47
5067,female,3.1,24.3,0.47
18304,female,3.4,35.0,0.47
18016,male,3.4,48.0,0.47
12282,male,2.7,40.0,0.47
5021,female,2.6,31.5,0.47
18180,male,3.2,33.0,0.46
5738,male,3.0,37.0,0.46
4708,female,3.2,35.0,0.46
4571,female,2.9,29.0,0.46
21587,female,3.0,24.0,0.46
15524,female,3.4,42.0,0.46
21253,female,3.4,47.0,0.46
17635,female,3.2,35.0,0.46
10110,male,3.6,33.0,0.46
17849,male,2.6,39.0,0.46
20368,female,3.3,35.0,0.46
12010,female,3.8,40.0,0.46
16042,female,3.3,34.0,0.46
7095,female,2.3,28.0,0.46
9725,female,3.7,42.0,0.46
14326,male,3.4,41.0,0.46
4727,male,3.6,37.0,0.46
644,male,3.0,32.0,0.46
18248,female,2.4,34.0,0.46
4848,female,2.4,37.0,0.46
19060,female,3.3,39.0,0.46
292,male,3.9,33.0,0.46
17281,female,3.8,41.0,0.46
1183,male,3.0,42.0,0.45
954,female,3.2,38.0,0.45
12347,female,2.6,45.0,0.45
13699,female,3.1,44.0,0.45
3533,female,2.9,36.0,0.45
4033,female,3.0,38.0,0.45
2745,female,2.9,40.0,0.45
11697,male,3.2,40.0,0.45
19855,male,3.4,40.0,0.45
20493,male,3.7,23.0,0.45
11394,female,2.8,38.0,0.45
8642,female,3.5,32.5,0.45
2542,female,3.6,43.0,0.45
2670,male,3.1,33.5,0.44
12132,male,3.2,40.0,0.44
7557,female,3.2,32.0,0.44
11993,female,3.2,33.5,0.44
5442,female,3.9,44.0,0.44
12045,female,3.4,28.0,0.44
11929,female,3.1,36.0,0.44
10741,male,3.1,40.0,0.44
14833,female,3.0,45.0,0.44
3685,female,3.3,38.0,0.44
13512,male,3.4,37.0,0.44
11119,female,3.6,39.0,0.44
4705,female,3.8,41.0,0.44
7667,male,2.8,33.0,0.44
7334,female,3.6,33.0,0.44
12027,male,3.3,30.0,0.44
4662,female,3.1,38.0,0.44
5683,female,3.2,37.0,0.44
5848,male,3.3,37.0,0.44
238,male,3.7,35.0,0.44
16615,female,3.7,42.0,0.44
297,female,3.2,45.0,0.43
19062,male,3.3,39.0,0.43
15403,female,3.5,34.0,0.43
14313,male,3.5,35.0,0.43
7367,female,3.9,40.0,0.43
19948,female,2.5,43.0,0.43
10359,female,3.6,44.0,0.43
4647,female,2.9,36.0,0.43
20163,female,3.7,38.0,0.43
21600,male,3.6,35.0,0.43
2536,female,3.6,44.0,0.43
12914,male,3.6,44.0,0.42
4417,female,3.2,46.0,0.42
7649,female,3.4,39.0,0.42
17261,male,3.4,40.0,0.42
2688,female,2.9,45.0,0.42
6357,male,2.8,37.0,0.42
3220,male,2.8,41.0,0.42
1589,male,3.4,36.0,0.42
13107,female,3.0,41.0,0.42
16388,female,3.9,36.0,0.42
2850,female,3.3,39.0,0.42
3303,male,3.8,32.0,0.42
5880,male,3.3,36.0,0.41
18656,female,3.6,46.0,0.41
11224,male,3.6,38.0,0.41
1642,female,3.3,37.0,0.41
12138,male,3.2,39.0,0.41
12436,male,2.9,31.0,0.41
13750,female,3.2,36.0,0.41
5295,female,3.4,48.0,0.4
2390,female,3.0,37.0,0.4
3077,male,3.2,39.0,0.4
12764,female,3.0,31.0,0.4
2992,male,3.5,48.0,0.4
7114,male,3.5,39.0,0.4
118,male,3.8,37.0,0.4
14446,male,3.1,39.0,0.4
21663,male,2.9,38.0,0.4
296,female,2.8,40.0,0.4
2873,female,3.4,44.0,0.4
881,female,3.2,31.0,0.4
21274,male,3.7,47.0,0.4
15849,male,3.8,36.0,0.4
15037,female,2.8,36.0,0.4
15248,female,2.9,22.0,0.4
5410,male,3.6,42.0,0.4
21584,male,3.4,46.0,0.4
10123,female,2.8,37.0,0.4
16572,female,3.9,39.0,0.4
6224,female,2.9,35.0,0.4
126,female,3.4,39.0,0.4
2347,male,2.7,30.5,0.39
3723,male,3.0,38.0,0.39
8192,female,3.5,36.0,0.39
5148,female,3.0,35.0,0.39
8957,male,3.7,33.0,0.39
2184,male,3.2,37.0,0.39
1116,male,3.0,34.0,0.39
5855,male,4.0,27.0,0.39
5096,male,3.0,32.0,0.39
10960,male,3.1,36.0,0.39
4365,male,3.2,45.0,0.39
13283,male,3.8,44.0,0.39
20794,male,2.4,32.0,0.39
12459,female,2.7,39.0,0.39
18758,female,3.6,38.0,0.39
14764,male,3.9,27.0,0.39
13295,male,3.6,36.5,0.39
9638,male,3.3,38.0,0.39
12070,female,3.2,33.0,0.38
16145,female,3.6,44.0,0.38
16111,female,3.3,23.0,0.38
6032,female,3.2,35.0,0.38
7951,male,3.2,34.0,0.38
11877,male,3.9,35.0,0.38
21463,male,3.8,41.0,0.38
11496,male,2.6,36.0,0.38
6531,female,3.1,41.0,0.38
6462,female,2.8,39.0,0.38
12208,male,4.0,36.0,0.38
16353,female,3.2,35.0,0.38
11661,male,3.0,39.0,0.38
15381,female,3.6,34.0,0.37
3690,female,2.7,43.0,0.37
19700,female,3.5,39.0,0.37
15776,female,2.8,37.0,0.37
19369,male,3.5,41.0,0.37
550,male,3.3,28.0,0.37
9598,female,3.3,38.0,0.37
49,female,3.2,34.0,0.37
15366,female,2.4,35.0,0.37
9593,female,3.4,36.0,0.37
8351,male,3.5,39.5,0.37
8016,male,3.6,45.0,0.37
10144,female,3.0,32.0,0.37
15196,female,3.1,33.5,0.37
10796,male,3.3,38.0,0.37
18233,female,3.0,38.0,0.36
17096,female,3.8,43.0,0.36
9501,male,3.3,39.5,0.36
8579,male,2.5,43.0,0.36
10429,female,3.8,41.0,0.36
8824,female,2.8,33.3,0.36
9480,male,3.0,37.0,0.36
